cbsa_code,cbsa_name,finance,information,logistics,manufacturing,professional_services,demand_index,primary_city,state,cbsa_name_u,is_candidate
45700,"Tifton, GA",447,233,1708,1573,676,1321.5,Tifton,GA,"TIFTON, GA",False
45740,"Toccoa, GA",170,88,54,2302,162,986.4000000000001,Toccoa,GA,"TOCCOA, GA",False
45780,"Toledo, OH",7048,3389,15807,50210,11303,27791.499999999996,Toledo,OH,"TOLEDO, OH",False
45820,"Topeka, KS",6213,1296,3336,8795,3751,5890.3,Topeka,KS,"TOPEKA, KS",False
45900,"Traverse City, MI",3273,753,1077,6268,2516,3660.8,Traverse City,MI,"TRAVERSE CITY, MI",False
45940,"Trenton-Ewing, NJ",16926,4158,5265,7621,24260,11172.5,Trenton,NJ,"TRENTON-EWING, NJ",False
45980,"Troy, AL",329,211,1945,2610,1167,1893.8000000000002,Troy,AL,"TROY, AL",False
46020,"Truckee-Grass Valley, CA",519,302,532,1314,1718,1080.7000000000003,Truckee,CA,"TRUCKEE-GRASS VALLEY, CA",False
46060,"Tucson, AZ",13633,6176,12004,22016,19226,17616.1,Tucson,AZ,"TUCSON, AZ",True
46100,"Tullahoma, TN",1028,352,756,9388,2553,4595.400000000001,Tullahoma,TN,"TULLAHOMA, TN",False
46140,"Tulsa, OK",16224,8417,17066,46162,24959,30198.8,Tulsa,OK,"TULSA, OK",False
46180,"Tupelo, MS",2279,657,2988,21440,1549,10010.099999999999,Tupelo,MS,"TUPELO, MS",False
46220,"Tuscaloosa, AL",1976,1310,4068,20605,2236,10107.2,Tuscaloosa,AL,"TUSCALOOSA, AL",False
46260,"Tuskegee, AL",38,0,76,314,32,158.60000000000002,Tuskegee,AL,"TUSKEGEE, AL",False
46300,"Twin Falls, ID",1081,507,2274,6312,1468,3608.7,Twin Falls,ID,"TWIN FALLS, ID",False
46340,"Tyler, TX",3129,1563,4140,9309,5089,6296.3,Tyler,TX,"TYLER, TX",False
46380,"Ukiah, CA",446,284,545,2608,699,1391.1,Ukiah,CA,"UKIAH, CA",False
46420,"Union, SC",144,31,1012,1720,28,1011.5999999999999,Union,SC,"UNION, SC",False
46460,"Union City, TN-KY",417,124,396,3271,168,1502.5,Union City,TN-KY,"UNION CITY, TN-KY",False
46500,"Urbana, OH",158,50,272,3860,304,1702.1999999999998,Urbana,OH,"URBANA, OH",False
46540,"Utica-Rome, NY",5798,889,4583,11995,4299,7612.5,Utica,NY,"UTICA-ROME, NY",False
46580,"Utuado, PR",62,10,25,133,61,79.10000000000001,Utuado,PR,"UTUADO, PR",False
46620,"Uvalde, TX",225,66,356,208,316,275.7,Uvalde,TX,"UVALDE, TX",False
46660,"Valdosta, GA",1211,564,3388,4547,1521,3260.5,Valdosta,GA,"VALDOSTA, GA",False
46700,"Vallejo-Fairfield, CA",3066,998,7227,10695,4207,7594.1,Vallejo,CA,"VALLEJO-FAIRFIELD, CA",False
46740,"Valley, AL",120,85,426,2558,263,1215.6,Valley,AL,"VALLEY, AL",False
46780,"Van Wert, OH",920,18,248,3607,129,1635.0000000000002,Van Wert,OH,"VAN WERT, OH",False
46820,"Vermillion, SD",96,27,426,234,62,243.4,Vermillion,SD,"VERMILLION, SD",False
46860,"Vernal, UT",208,132,746,272,423,438.00000000000006,Vernal,UT,"VERNAL, UT",False
46900,"Vernon, TX",155,107,106,963,43,441.1000000000001,Vernon,TX,"VERNON, TX",False
46980,"Vicksburg, MS",347,129,955,2561,318,1409.2,Vicksburg,MS,"VICKSBURG, MS",False
47020,"Victoria, TX",984,420,1413,5331,1542,2963.1000000000004,Victoria,TX,"VICTORIA, TX",False
47080,"Vidalia, GA",323,91,426,2005,274,1016.8999999999999,Vidalia,GA,"VIDALIA, GA",False
47180,"Vincennes, IN",301,138,586,2051,249,1076.1,Vincennes,IN,"VINCENNES, IN",False
47220,"Vineland-Millville-Bridgeton, NJ",813,381,2773,8229,955,4395.8,Vineland,NJ,"VINELAND-MILLVILLE-BRIDGETON, NJ",False
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",25749,9251,26804,57713,53138,44328.9,Virginia Beach,VA-NC,"VIRGINIA BEACH-NORFOLK-NEWPORT NEWS, VA-NC",False
47300,"Visalia-Porterville, CA",2410,989,6715,13935,2383,8306.1,Visalia,CA,"VISALIA-PORTERVILLE, CA",False
47340,"Wabash, IN",296,63,111,2577,183,1130.2999999999997,Wabash,IN,"WABASH, IN",False
47380,"Waco, TX",5204,890,4461,16122,2739,8855.3,Waco,TX,"WACO, TX",False
47420,"Wahpeton, ND-MN",289,0,200,1983,96,901.3000000000001,Wahpeton,ND-MN,"WAHPETON, ND-MN",False
47460,"Walla Walla, WA",552,288,348,3835,518,1797.2,Walla Walla,WA,"WALLA WALLA, WA",False
47500,"Walterboro, SC",229,150,171,537,203,329.6,Walterboro,SC,"WALTERBORO, SC",False
47540,"Wapakoneta, OH",259,125,460,10849,712,4645.9,Wapakoneta,OH,"WAPAKONETA, OH",False
47580,"Warner Robins, GA",1139,352,834,5104,3822,3170.1000000000004,Warner Robins,GA,"WARNER ROBINS, GA",False
47620,"Warren, PA",774,82,701,2981,273,1534.7,Warren,PA,"WARREN, PA",False
47660,"Warrensburg, MO",292,109,840,1658,415,1027.4,Warrensburg,MO,"WARRENSBURG, MO",False
47700,"Warsaw, IN",784,283,367,11303,621,4833.9,Warsaw,IN,"WARSAW, IN",False
47780,"Washington, IN",366,118,884,2589,496,1436.6000000000001,Washington,IN,"WASHINGTON, IN",False
47820,"Washington, NC",355,146,252,2865,299,1316.8999999999999,Washington,NC,"WASHINGTON, NC",False
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",111232,109093,68384,50213,632717,178267.00000000003,Washington,DC-VA-MD-WV,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",False
47920,"Washington Court House, OH",118,51,223,2052,88,917.1,Washington Court House,OH,"WASHINGTON COURT HOUSE, OH",False
47940,"Waterloo-Cedar Falls, IA",2203,1117,3804,13977,3181,7588.5,Waterloo,IA,"WATERLOO-CEDAR FALLS, IA",False
47980,"Watertown, SD",815,121,484,3638,397,1761.3000000000002,Watertown,SD,"WATERTOWN, SD",False
48020,"Watertown-Fort Atkinson, WI",751,496,1111,9164,586,4191.200000000001,Watertown,WI,"WATERTOWN-FORT ATKINSON, WI",False
48060,"Watertown-Fort Drum, NY",720,602,1141,2244,892,1490.3000000000002,Watertown,NY,"WATERTOWN-FORT DRUM, NY",False
48100,"Wauchula, FL",311,37,105,391,131,245.20000000000002,Wauchula,FL,"WAUCHULA, FL",False
48140,"Wausau, WI",3875,488,2560,18892,1442,9000.699999999999,Wausau,WI,"WAUSAU, WI",False
48180,"Waycross, GA",393,139,1681,2177,216,1457.6,Waycross,GA,"WAYCROSS, GA",False
48220,"Weatherford, OK",346,125,268,1031,274,582.2,Weatherford,OK,"WEATHERFORD, OK",False
48300,"Wenatchee-East Wenatchee, WA",917,741,690,2392,1338,1523.1000000000001,Wenatchee,WA,"WENATCHEE-EAST WENATCHEE, WA",False
48460,"West Plains, MO",368,116,390,2323,334,1149.8,West Plains,MO,"WEST PLAINS, MO",False
48500,"West Point, MS",102,21,390,952,241,556.2,West Point,MS,"WEST POINT, MS",False
48540,"Wheeling, WV-OH",2037,546,1687,2608,1852,2123.4,Wheeling,WV-OH,"WHEELING, WV-OH",False
48580,"Whitewater, WI",577,287,810,8136,922,3739.5,Whitewater,WI,"WHITEWATER, WI",False
48620,"Wichita, KS",8144,4934,11022,46422,12316,25153.0,Wichita,KS,"WICHITA, KS",False
48660,"Wichita Falls, TX",1774,828,1781,4417,1156,2709.7000000000003,Wichita Falls,TX,"WICHITA FALLS, TX",False
48700,"Williamsport, PA",1427,447,1526,7118,1528,3753.3,Williamsport,PA,"WILLIAMSPORT, PA",False
48780,"Williston, ND",440,176,1336,340,478,676.4,Williston,ND,"WILLISTON, ND",False
48820,"Willmar, MN",502,219,517,2203,641,1214.7,Willmar,MN,"WILLMAR, MN",False
48900,"Wilmington, NC",5147,4122,4920,9272,7768,7253.1,Wilmington,NC,"WILMINGTON, NC",False
48940,"Wilmington, OH",246,106,3968,4031,248,2877.0,Wilmington,OH,"WILMINGTON, OH",False
48980,"Wilson, NC",3316,290,862,8403,805,4112.400000000001,Wilson,NC,"WILSON, NC",False
49020,"Winchester, VA-WV",3359,349,3279,8041,1832,4902.4,Winchester,VA-WV,"WINCHESTER, VA-WV",False
49060,"Winfield, KS",331,84,110,4447,232,1891.3000000000002,Winfield,KS,"WINFIELD, KS",False
49100,"Winona, MN",567,483,1094,5626,326,2700.4999999999995,Winona,MN,"WINONA, MN",False
49180,"Winston-Salem, NC",11353,1930,5778,23071,8387,13774.499999999998,Winston,NC,"WINSTON-SALEM, NC",False
49260,"Woodward, OK",268,85,300,330,195,287.8,Woodward,OK,"WOODWARD, OK",False
49300,"Wooster, OH",1085,192,1354,13282,1771,6181.7,Wooster,OH,"WOOSTER, OH",False
49340,"Worcester, MA",15215,2963,15734,33962,22528,24332.1,Worcester,MA,"WORCESTER, MA",False
49380,"Worthington, MN",281,74,435,3354,113,1522.8,Worthington,MN,"WORTHINGTON, MN",False
49420,"Yakima, WA",1502,674,4126,9065,2135,5441.0,Yakima,WA,"YAKIMA, WA",False
49460,"Yankton, SD",425,161,170,3415,205,1500.5,Yankton,SD,"YANKTON, SD",False
49500,"Yauco, PR",201,14,228,2780,98,1220.1,Yauco,PR,"YAUCO, PR",False
49540,"Yazoo City, MS",107,36,149,523,134,291.4,Yazoo City,MS,"YAZOO CITY, MS",False
49620,"York-Hanover, PA",5220,1105,12896,32879,6565,18855.4,York,PA,"YORK-HANOVER, PA",False
49660,"Youngstown-Warren-Boardman, OH-PA",4731,2625,8909,27046,4641,14892.400000000003,Youngstown,OH-PA,"YOUNGSTOWN-WARREN-BOARDMAN, OH-PA",False
49700,"Yuba City, CA",877,362,1957,2381,1140,1855.2,Yuba City,CA,"YUBA CITY, CA",False
49740,"Yuma, AZ",1226,537,2027,4530,1299,2802.5,Yuma,AZ,"YUMA, AZ",False
49780,"Zanesville, OH",654,828,2361,2808,578,2012.5,Zanesville,OH,"ZANESVILLE, OH",False
