EMP,ESTAB,NAICS2017,STATE,COUNTY,NAICS2017,state,county
1281,28,31-33,01,001,31-33,01,001
4071,181,31-33,01,003,31-33,01,003
2107,21,31-33,01,005,31-33,01,005
4082,91,31-33,01,055,31-33,01,055
172,17,31-33,04,007,31-33,04,007
187,9,31-33,04,012,31-33,04,012
413,36,31-33,04,023,31-33,04,023
682,17,31-33,01,007,31-33,01,007
990,43,31-33,01,009,31-33,01,009
702,6,31-33,01,011,31-33,01,011
1305,20,31-33,01,013,31-33,01,013
6707,94,31-33,01,015,31-33,01,015
2558,29,31-33,01,017,31-33,01,017
928,21,31-33,01,019,31-33,01,019
1687,39,31-33,01,021,31-33,01,021
1021,8,31-33,01,023,31-33,01,023
1459,23,31-33,01,025,31-33,01,025
2387,12,31-33,01,027,31-33,01,027
318,12,31-33,01,029,31-33,01,029
3249,36,31-33,01,031,31-33,01,031
5779,87,31-33,01,033,31-33,01,033
675,11,31-33,01,035,31-33,01,035
406,5,31-33,01,037,31-33,01,037
2403,33,31-33,01,039,31-33,01,039
763,6,31-33,01,041,31-33,01,041
4986,105,31-33,01,043,31-33,01,043
532,29,31-33,01,045,31-33,01,045
3094,35,31-33,01,047,31-33,01,047
7196,98,31-33,01,049,31-33,01,049
2757,51,31-33,01,051,31-33,01,051
1947,41,31-33,01,053,31-33,01,053
1143,17,31-33,01,057,31-33,01,057
7023,43,31-33,01,059,31-33,01,059
757,22,31-33,01,061,31-33,01,061
532,8,31-33,01,063,31-33,01,063
440,10,31-33,01,065,31-33,01,065
259,9,31-33,01,067,31-33,01,067
4769,105,31-33,01,069,31-33,01,069
5558,65,31-33,01,071,31-33,01,071
22975,504,31-33,01,073,31-33,01,073
1625,22,31-33,01,075,31-33,01,075
2912,83,31-33,01,077,31-33,01,077
161,21,31-33,01,079,31-33,01,079
8310,141,31-33,01,081,31-33,01,081
7782,77,31-33,01,083,31-33,01,083
716,10,31-33,01,085,31-33,01,085
19510,287,31-33,01,089,31-33,01,089
314,7,31-33,01,087,31-33,01,087
1208,15,31-33,01,091,31-33,01,091
2911,27,31-33,01,093,31-33,01,093
12176,112,31-33,01,095,31-33,01,095
13837,294,31-33,01,097,31-33,01,097
1176,16,31-33,01,099,31-33,01,099
14127,181,31-33,01,101,31-33,01,101
13049,163,31-33,01,103,31-33,01,103
663,5,31-33,01,105,31-33,01,105
686,18,31-33,01,107,31-33,01,107
2610,24,31-33,01,109,31-33,01,109
1194,27,31-33,01,111,31-33,01,111
2563,35,31-33,01,113,31-33,01,113
3457,74,31-33,01,115,31-33,01,115
5409,159,31-33,01,117,31-33,01,117
553,49,31-33,04,003,31-33,04,003
1675,83,31-33,04,005,31-33,04,005
231,19,31-33,04,009,31-33,04,009
598,43,31-33,04,017,31-33,04,017
5435,136,31-33,04,021,31-33,04,021
3257,200,31-33,04,025,31-33,04,025
4530,95,31-33,04,027,31-33,04,027
2201,9,31-33,02,016,31-33,02,016
2107,23,31-33,05,057,31-33,05,057
1915,39,31-33,01,123,31-33,01,123
242,5,31-33,01,119,31-33,01,119
10529,91,31-33,01,121,31-33,01,121
19633,131,31-33,01,125,31-33,01,125
2001,54,31-33,01,127,31-33,01,127
3332,16,31-33,01,129,31-33,01,129
745,6,31-33,01,131,31-33,01,131
3337,40,31-33,01,133,31-33,01,133
1841,6,31-33,02,013,31-33,02,013
1670,180,31-33,02,020,31-33,02,020
95,8,31-33,02,060,31-33,02,060
149,19,31-33,02,063,31-33,02,063
44,6,31-33,02,070,31-33,02,070
524,66,31-33,02,090,31-33,02,090
26,8,31-33,02,100,31-33,02,100
19,4,31-33,02,105,31-33,02,105
275,31,31-33,02,110,31-33,02,110
766,71,31-33,02,122,31-33,02,122
213,22,31-33,02,130,31-33,02,130
1320,18,31-33,02,150,31-33,02,150
670,66,31-33,02,170,31-33,02,170
17,3,31-33,02,180,31-33,02,180
160,4,31-33,02,195,31-33,02,195
92,8,31-33,02,198,31-33,02,198
300,20,31-33,02,220,31-33,02,220
17,3,31-33,02,240,31-33,02,240
17,3,31-33,02,275,31-33,02,275
64,7,31-33,04,001,31-33,04,001
128752,3016,31-33,04,013,31-33,04,013
3239,144,31-33,04,015,31-33,04,015
22016,600,31-33,04,019,31-33,04,019
4083,24,31-33,05,001,31-33,05,001
1199,26,31-33,05,003,31-33,05,003
2649,46,31-33,05,005,31-33,05,005
12058,192,31-33,05,007,31-33,05,007
1767,41,31-33,05,009,31-33,05,009
600,7,31-33,05,011,31-33,05,011
2624,31,31-33,05,015,31-33,05,015
15,3,31-33,05,017,31-33,05,017
1346,25,31-33,05,019,31-33,05,019
97,11,31-33,05,021,31-33,05,021
1444,34,31-33,05,023,31-33,05,023
1736,24,31-33,05,027,31-33,05,027
1018,22,31-33,05,029,31-33,05,029
7998,90,31-33,05,031,31-33,05,031
4116,50,31-33,05,033,31-33,05,033
1914,33,31-33,05,035,31-33,05,035
353,12,31-33,05,037,31-33,05,037
672,9,31-33,05,039,31-33,05,039
857,12,31-33,05,041,31-33,05,041
1075,20,31-33,05,043,31-33,05,043
3296,94,31-33,05,045,31-33,05,045
1448,17,31-33,05,047,31-33,05,047
138,12,31-33,05,049,31-33,05,049
2806,95,31-33,05,051,31-33,05,051
1097,15,31-33,05,053,31-33,05,053
4818,47,31-33,05,055,31-33,05,055
1562,30,31-33,05,059,31-33,05,059
2817,17,31-33,05,061,31-33,05,061
5103,41,31-33,05,063,31-33,05,063
292,5,31-33,05,065,31-33,05,065
980,15,31-33,05,067,31-33,05,067
3917,47,31-33,05,069,31-33,05,069
2437,30,31-33,05,071,31-33,05,071
104,6,31-33,05,073,31-33,05,073
340,15,31-33,05,075,31-33,05,075
11,3,31-33,05,077,31-33,05,077
296,7,31-33,05,079,31-33,05,079
984,15,31-33,05,081,31-33,05,081
1005,22,31-33,05,083,31-33,05,083
1755,26,31-33,05,085,31-33,05,085
1106,22,31-33,05,087,31-33,05,087
1410,18,31-33,05,089,31-33,05,089
2293,25,31-33,05,091,31-33,05,091
6344,48,31-33,05,093,31-33,05,093
79,3,31-33,05,095,31-33,05,095
48,8,31-33,05,097,31-33,05,097
597,3,31-33,05,099,31-33,05,099
31,6,31-33,05,101,31-33,05,101
3356,30,31-33,05,103,31-33,05,103
21,4,31-33,05,105,31-33,05,105
412,10,31-33,05,107,31-33,05,107
371,16,31-33,05,109,31-33,05,109
822,18,31-33,05,111,31-33,05,111
1161,29,31-33,05,113,31-33,05,113
4587,63,31-33,05,115,31-33,05,115
12838,280,31-33,05,119,31-33,05,119
573,20,31-33,05,121,31-33,05,121
801,6,31-33,05,123,31-33,05,123
1454,75,31-33,05,125,31-33,05,125
876,7,31-33,05,127,31-33,05,127
196,9,31-33,05,129,31-33,05,129
13477,156,31-33,05,131,31-33,05,131
1456,7,31-33,05,133,31-33,05,133
206,10,31-33,05,135,31-33,05,135
259,18,31-33,05,137,31-33,05,137
3303,42,31-33,05,139,31-33,05,139
237,12,31-33,05,141,31-33,05,141
13501,203,31-33,05,143,31-33,05,143
2359,60,31-33,05,145,31-33,05,145
235,5,31-33,05,147,31-33,05,147
1762,17,31-33,05,149,31-33,05,149
88705,1684,31-33,06,001,31-33,06,001
4866,166,31-33,06,007,31-33,06,007
719,55,31-33,06,005,31-33,06,005
432,50,31-33,06,009,31-33,06,009
677,23,31-33,06,011,31-33,06,011
15061,495,31-33,06,013,31-33,06,013
198,14,31-33,06,015,31-33,06,015
2295,175,31-33,06,017,31-33,06,017
26241,570,31-33,06,019,31-33,06,019
935,24,31-33,06,021,31-33,06,021
2203,123,31-33,06,023,31-33,06,023
2427,68,31-33,06,025,31-33,06,025
211,14,31-33,06,027,31-33,06,027
13605,417,31-33,06,029,31-33,06,029
4345,59,31-33,06,031,31-33,06,031
351,38,31-33,06,033,31-33,06,033
301710,10448,31-33,06,037,31-33,06,037
3767,97,31-33,06,039,31-33,06,039
2608,123,31-33,06,045,31-33,06,045
2998,193,31-33,06,041,31-33,06,041
93,11,31-33,06,043,31-33,06,043
8421,116,31-33,06,047,31-33,06,047
14,3,31-33,06,049,31-33,06,049
126,5,31-33,06,051,31-33,06,051
8411,284,31-33,06,053,31-33,06,053
12308,522,31-33,06,055,31-33,06,055
1314,140,31-33,06,057,31-33,06,057
140348,4357,31-33,06,059,31-33,06,059
5378,300,31-33,06,061,31-33,06,061
447,17,31-33,06,063,31-33,06,063
50375,1632,31-33,06,065,31-33,06,065
21148,761,31-33,06,067,31-33,06,067
3301,68,31-33,06,069,31-33,06,069
53525,1765,31-33,06,071,31-33,06,071
19398,527,31-33,06,077,31-33,06,077
100034,2955,31-33,06,073,31-33,06,073
7530,604,31-33,06,075,31-33,06,075
7475,473,31-33,06,079,31-33,06,079
26248,487,31-33,06,081,31-33,06,081
13078,521,31-33,06,083,31-33,06,083
95402,2026,31-33,06,085,31-33,06,085
5109,281,31-33,06,087,31-33,06,087
2061,133,31-33,06,089,31-33,06,089
623,27,31-33,06,093,31-33,06,093
10695,258,31-33,06,095,31-33,06,095
21677,922,31-33,06,097,31-33,06,097
1733,44,31-33,06,103,31-33,06,103
20180,400,31-33,06,099,31-33,06,099
1691,50,31-33,06,101,31-33,06,101
173,9,31-33,06,105,31-33,06,105
13935,237,31-33,06,107,31-33,06,107
820,52,31-33,06,109,31-33,06,109
26154,867,31-33,06,111,31-33,06,111
6536,203,31-33,06,113,31-33,06,113
690,41,31-33,06,115,31-33,06,115
14327,450,31-33,08,001,31-33,08,001
109,16,31-33,08,003,31-33,08,003
6703,399,31-33,08,005,31-33,08,005
108,21,31-33,08,007,31-33,08,007
15562,533,31-33,08,013,31-33,08,013
2765,77,31-33,08,014,31-33,08,014
295,33,31-33,08,015,31-33,08,015
60,9,31-33,08,019,31-33,08,019
53,10,31-33,08,027,31-33,08,027
71,9,31-33,08,021,31-33,08,021
61,3,31-33,08,023,31-33,08,023
430,50,31-33,08,029,31-33,08,029
15349,724,31-33,08,031,31-33,08,031
8549,156,31-33,08,035,31-33,08,035
12204,435,31-33,08,041,31-33,08,041
397,50,31-33,08,037,31-33,08,037
134,24,31-33,08,039,31-33,08,039
371,34,31-33,08,043,31-33,08,043
276,42,31-33,08,045,31-33,08,045
5,3,31-33,08,047,31-33,08,047
216,24,31-33,08,049,31-33,08,049
153,27,31-33,08,051,31-33,08,051
1,3,31-33,08,053,31-33,08,053
10291,459,31-33,08,059,31-33,08,059
92,5,31-33,08,063,31-33,08,063
111,7,31-33,08,065,31-33,08,065
730,68,31-33,08,067,31-33,08,067
13477,440,31-33,08,069,31-33,08,069
52,6,31-33,08,071,31-33,08,071
22,4,31-33,08,073,31-33,08,073
388,22,31-33,08,075,31-33,08,075
3229,167,31-33,08,077,31-33,08,077
83,12,31-33,08,081,31-33,08,081
344,33,31-33,08,083,31-33,08,083
1326,72,31-33,08,085,31-33,08,085
2899,25,31-33,08,087,31-33,08,087
452,14,31-33,08,089,31-33,08,089
106,8,31-33,08,091,31-33,08,091
73,16,31-33,08,093,31-33,08,093
13,3,31-33,08,095,31-33,08,095
145,20,31-33,08,097,31-33,08,097
236,15,31-33,08,099,31-33,08,099
5134,94,31-33,08,101,31-33,08,101
48,4,31-33,08,103,31-33,08,103
105,14,31-33,08,105,31-33,08,105
233,34,31-33,08,107,31-33,08,107
110,5,31-33,08,109,31-33,08,109
3,3,31-33,08,111,31-33,08,111
84,14,31-33,08,113,31-33,08,113
38,3,31-33,08,115,31-33,08,115
501,22,31-33,08,117,31-33,08,117
81,9,31-33,08,119,31-33,08,119
73,4,31-33,08,121,31-33,08,121
16499,350,31-33,08,123,31-33,08,123
79,10,31-33,08,125,31-33,08,125
51343,1104,31-33,09,110,31-33,09,110
13114,249,31-33,09,120,31-33,09,120
57,4,31-33,12,067,31-33,12,067
5706,145,31-33,09,150,31-33,09,150
9525,215,31-33,09,130,31-33,09,130
19115,640,31-33,09,140,31-33,09,140
3913,152,31-33,09,160,31-33,09,160
18752,609,31-33,09,170,31-33,09,170
15435,165,31-33,09,180,31-33,09,180
14948,493,31-33,09,190,31-33,09,190
5174,92,31-33,10,001,31-33,10,001
14274,386,31-33,10,003,31-33,10,003
10319,130,31-33,10,005,31-33,10,005
1014,106,31-33,11,001,31-33,11,001
3724,163,31-33,12,001,31-33,12,001
233,7,31-33,12,003,31-33,12,003
4082,108,31-33,12,005,31-33,12,005
315,18,31-33,12,007,31-33,12,007
17839,466,31-33,12,009,31-33,12,009
25698,1413,31-33,12,011,31-33,12,011
549,76,31-33,12,015,31-33,12,015
381,66,31-33,12,017,31-33,12,017
1405,80,31-33,12,019,31-33,12,019
5646,224,31-33,12,021,31-33,12,021
1211,41,31-33,12,023,31-33,12,023
498,17,31-33,12,027,31-33,12,027
579,11,31-33,12,029,31-33,12,029
22998,627,31-33,12,031,31-33,12,031
4895,158,31-33,12,033,31-33,12,033
609,54,31-33,12,035,31-33,12,035
925,25,31-33,12,039,31-33,12,039
146,7,31-33,12,041,31-33,12,041
154,7,31-33,12,043,31-33,12,043
54,5,31-33,12,045,31-33,12,045
617,6,31-33,12,047,31-33,12,047
391,14,31-33,12,049,31-33,12,049
561,26,31-33,12,051,31-33,12,051
2362,90,31-33,12,053,31-33,12,053
875,50,31-33,12,055,31-33,12,055
27172,848,31-33,12,057,31-33,12,057
148,10,31-33,12,059,31-33,12,059
2250,104,31-33,12,061,31-33,12,061
536,20,31-33,12,063,31-33,12,063
100,7,31-33,12,065,31-33,12,065
4160,196,31-33,12,069,31-33,12,069
6216,389,31-33,12,071,31-33,12,071
1604,100,31-33,12,073,31-33,12,073
949,21,31-33,12,075,31-33,12,075
264,6,31-33,12,077,31-33,12,077
472,10,31-33,12,079,31-33,12,079
9149,303,31-33,12,081,31-33,12,081
10144,212,31-33,12,083,31-33,12,083
2648,193,31-33,12,085,31-33,12,085
38465,2137,31-33,12,086,31-33,12,086
274,58,31-33,12,087,31-33,12,087
1453,45,31-33,12,089,31-33,12,089
1700,96,31-33,12,091,31-33,12,091
339,18,31-33,12,093,31-33,12,093
32043,874,31-33,12,095,31-33,12,095
2107,130,31-33,12,097,31-33,12,097
17223,973,31-33,12,099,31-33,12,099
4484,255,31-33,12,101,31-33,12,101
2101,73,31-33,13,105,31-33,13,105
369,26,31-33,13,241,31-33,13,241
2028,34,31-33,13,107,31-33,13,107
1795,40,31-33,12,107,31-33,12,107
32857,1058,31-33,12,103,31-33,12,103
18136,425,31-33,12,105,31-33,12,105
2761,123,31-33,12,109,31-33,12,109
4430,152,31-33,12,111,31-33,12,111
954,58,31-33,12,113,31-33,12,113
7671,370,31-33,12,115,31-33,12,115
7849,395,31-33,12,117,31-33,12,117
1208,46,31-33,12,119,31-33,12,119
1678,19,31-33,12,121,31-33,12,121
1614,20,31-33,12,123,31-33,12,123
144,6,31-33,12,125,31-33,12,125
10446,393,31-33,12,127,31-33,12,127
476,9,31-33,12,129,31-33,12,129
284,42,31-33,12,131,31-33,12,131
272,12,31-33,12,133,31-33,12,133
707,27,31-33,13,001,31-33,13,001
520,12,31-33,13,003,31-33,13,003
630,13,31-33,13,005,31-33,13,005
1221,21,31-33,13,009,31-33,13,009
329,12,31-33,13,011,31-33,13,011
2937,70,31-33,13,013,31-33,13,013
10185,136,31-33,13,015,31-33,13,015
1959,32,31-33,13,017,31-33,13,017
1233,14,31-33,13,019,31-33,13,019
5952,106,31-33,13,021,31-33,13,021
89,7,31-33,13,023,31-33,13,023
173,14,31-33,13,025,31-33,13,025
203,8,31-33,13,027,31-33,13,027
624,17,31-33,13,029,31-33,13,029
1961,44,31-33,13,031,31-33,13,031
170,10,31-33,13,033,31-33,13,033
850,12,31-33,13,035,31-33,13,035
258,22,31-33,13,039,31-33,13,039
233,9,31-33,13,043,31-33,13,043
10908,118,31-33,13,045,31-33,13,045
2100,49,31-33,13,047,31-33,13,047
374,9,31-33,13,049,31-33,13,049
17507,213,31-33,13,051,31-33,13,051
2261,15,31-33,13,055,31-33,13,055
5907,187,31-33,13,057,31-33,13,057
5586,95,31-33,13,059,31-33,13,059
6388,93,31-33,13,063,31-33,13,063
898,10,31-33,13,065,31-33,13,065
18345,470,31-33,13,067,31-33,13,067
3847,54,31-33,13,069,31-33,13,069
3619,42,31-33,13,071,31-33,13,071
2945,60,31-33,13,073,31-33,13,073
768,28,31-33,13,075,31-33,13,075
6047,99,31-33,13,077,31-33,13,077
41,4,31-33,13,079,31-33,13,079
1803,23,31-33,13,081,31-33,13,081
553,11,31-33,13,083,31-33,13,083
1216,24,31-33,13,085,31-33,13,085
1561,37,31-33,13,087,31-33,13,087
11024,410,31-33,13,089,31-33,13,089
479,16,31-33,13,091,31-33,13,091
1209,6,31-33,13,093,31-33,13,093
3400,63,31-33,13,095,31-33,13,095
4532,94,31-33,13,097,31-33,13,097
966,6,31-33,13,099,31-33,13,099
1729,28,31-33,13,103,31-33,13,103
1287,23,31-33,13,237,31-33,13,237
1890,14,31-33,13,109,31-33,13,109
318,29,31-33,13,111,31-33,13,111
3450,95,31-33,13,113,31-33,13,113
7024,92,31-33,13,115,31-33,13,115
8369,228,31-33,13,117,31-33,13,117
1424,36,31-33,13,119,31-33,13,119
20732,655,31-33,13,121,31-33,13,121
1325,45,31-33,13,123,31-33,13,123
2082,52,31-33,13,127,31-33,13,127
6203,94,31-33,13,129,31-33,13,129
1168,19,31-33,13,131,31-33,13,131
528,17,31-33,13,133,31-33,13,133
25107,760,31-33,13,135,31-33,13,135
3163,56,31-33,13,137,31-33,13,137
21793,235,31-33,13,139,31-33,13,139
177,4,31-33,13,141,31-33,13,141
1738,33,31-33,13,143,31-33,13,143
1121,18,31-33,13,145,31-33,13,145
2373,28,31-33,13,147,31-33,13,147
578,11,31-33,13,149,31-33,13,149
3426,75,31-33,13,151,31-33,13,151
5104,52,31-33,13,153,31-33,13,153
323,4,31-33,13,155,31-33,13,155
8381,92,31-33,13,157,31-33,13,157
484,17,31-33,13,159,31-33,13,159
1369,27,31-33,13,161,31-33,13,161
874,28,31-33,13,163,31-33,13,163
70,5,31-33,13,165,31-33,13,165
71,4,31-33,13,167,31-33,13,167
43,10,31-33,13,169,31-33,13,169
775,13,31-33,13,171,31-33,13,171
220,6,31-33,13,173,31-33,13,173
2161,38,31-33,13,175,31-33,13,175
574,15,31-33,13,177,31-33,13,177
2680,16,31-33,13,179,31-33,13,179
55,5,31-33,13,181,31-33,13,181
4124,95,31-33,13,185,31-33,13,185
532,29,31-33,13,187,31-33,13,187
1828,28,31-33,13,189,31-33,13,189
9,4,31-33,13,191,31-33,13,191
466,15,31-33,13,193,31-33,13,193
368,26,31-33,13,195,31-33,13,195
49,4,31-33,13,197,31-33,13,197
310,15,31-33,13,199,31-33,13,199
20,3,31-33,13,201,31-33,13,201
2006,12,31-33,13,205,31-33,13,205
687,16,31-33,13,207,31-33,13,207
170,5,31-33,13,209,31-33,13,209
1608,26,31-33,13,211,31-33,13,211
2564,55,31-33,13,213,31-33,13,213
5982,96,31-33,13,215,31-33,13,215
4223,84,31-33,13,217,31-33,13,217
2205,33,31-33,13,219,31-33,13,219
86,10,31-33,13,221,31-33,13,221
942,57,31-33,13,223,31-33,13,223
2325,25,31-33,13,225,31-33,13,225
860,50,31-33,13,227,31-33,13,227
529,16,31-33,13,229,31-33,13,229
128,11,31-33,13,231,31-33,13,231
4148,30,31-33,13,233,31-33,13,233
132,4,31-33,13,235,31-33,13,235
163,4,31-33,13,243,31-33,13,243
7843,104,31-33,13,245,31-33,13,245
6366,78,31-33,13,247,31-33,13,247
516,4,31-33,13,249,31-33,13,249
761,11,31-33,13,251,31-33,13,251
27,3,31-33,13,253,31-33,13,253
3579,57,31-33,13,255,31-33,13,255
2302,44,31-33,13,257,31-33,13,257
1212,33,31-33,13,261,31-33,13,261
185,10,31-33,13,267,31-33,13,267
58,5,31-33,13,269,31-33,13,269
148,7,31-33,13,271,31-33,13,271
393,10,31-33,13,273,31-33,13,273
2898,55,31-33,13,275,31-33,13,275
90,12,31-33,13,281,31-33,13,281
1573,38,31-33,13,277,31-33,13,277
1835,28,31-33,13,279,31-33,13,279
140,4,31-33,13,283,31-33,13,283
11957,94,31-33,13,285,31-33,13,285
406,8,31-33,13,287,31-33,13,287
572,32,31-33,13,291,31-33,13,291
1332,18,31-33,13,293,31-33,13,293
5670,49,31-33,13,295,31-33,13,295
2678,49,31-33,13,297,31-33,13,297
1648,31,31-33,13,299,31-33,13,299
254,4,31-33,13,301,31-33,13,301
674,16,31-33,13,303,31-33,13,303
1057,24,31-33,13,305,31-33,13,305
231,3,31-33,13,307,31-33,13,307
773,35,31-33,13,311,31-33,13,311
19606,255,31-33,13,313,31-33,13,313
14,3,31-33,13,315,31-33,13,315
359,11,31-33,13,317,31-33,13,317
308,11,31-33,13,319,31-33,13,319
113,13,31-33,13,321,31-33,13,321
1660,110,31-33,15,001,31-33,15,001
7399,447,31-33,15,003,31-33,15,003
360,50,31-33,15,007,31-33,15,007
956,136,31-33,15,009,31-33,15,009
15526,477,31-33,16,001,31-33,16,001
106,5,31-33,16,003,31-33,16,003
2426,61,31-33,16,005,31-33,16,005
46,4,31-33,16,007,31-33,16,007
528,10,31-33,16,009,31-33,16,009
2381,44,31-33,16,011,31-33,16,011
380,36,31-33,16,013,31-33,16,013
43,6,31-33,16,015,31-33,16,015
1805,80,31-33,16,017,31-33,16,017
4436,153,31-33,16,019,31-33,16,019
583,28,31-33,16,021,31-33,16,021
32,3,31-33,16,025,31-33,16,025
10682,259,31-33,16,027,31-33,16,027
468,9,31-33,16,029,31-33,16,029
1578,33,31-33,16,031,31-33,16,031
215,17,31-33,16,035,31-33,16,035
4,3,31-33,16,037,31-33,16,037
658,17,31-33,16,039,31-33,16,039
478,21,31-33,16,041,31-33,16,041
201,11,31-33,16,043,31-33,16,043
375,27,31-33,16,045,31-33,16,045
755,21,31-33,16,047,31-33,16,047
673,34,31-33,16,049,31-33,16,049
1033,30,31-33,16,051,31-33,16,051
2147,32,31-33,16,053,31-33,16,053
5608,273,31-33,16,055,31-33,16,055
400,38,31-33,16,057,31-33,16,057
92,9,31-33,16,059,31-33,16,059
161,5,31-33,16,061,31-33,16,061
151,4,31-33,16,063,31-33,16,063
1129,42,31-33,16,065,31-33,16,065
1214,46,31-33,16,067,31-33,16,067
3889,42,31-33,16,069,31-33,16,069
54,5,31-33,16,071,31-33,16,071
128,12,31-33,16,073,31-33,16,073
207,14,31-33,16,079,31-33,16,079
1349,30,31-33,16,075,31-33,16,075
698,8,31-33,16,077,31-33,16,077
143,21,31-33,16,081,31-33,16,081
4165,97,31-33,16,083,31-33,16,083
120,18,31-33,16,085,31-33,16,085
770,15,31-33,16,087,31-33,16,087
5396,76,31-33,17,001,31-33,17,001
137,3,31-33,17,003,31-33,17,003
693,16,31-33,17,005,31-33,17,005
8376,68,31-33,17,007,31-33,17,007
201,4,31-33,17,009,31-33,17,009
1488,35,31-33,17,011,31-33,17,011
779,19,31-33,17,015,31-33,17,015
2089,9,31-33,17,017,31-33,17,017
6286,124,31-33,17,019,31-33,17,019
843,25,31-33,17,021,31-33,17,021
944,20,31-33,17,023,31-33,17,023
1801,15,31-33,17,025,31-33,17,025
864,44,31-33,17,027,31-33,17,027
1526,35,31-33,17,029,31-33,17,029
174239,4404,31-33,17,031,31-33,17,031
1870,18,31-33,17,033,31-33,17,033
631,10,31-33,17,035,31-33,17,035
3890,100,31-33,17,037,31-33,17,037
251,11,31-33,17,039,31-33,17,039
2811,84,31-33,17,041,31-33,17,041
53584,1534,31-33,17,043,31-33,17,043
2416,16,31-33,17,045,31-33,17,045
965,6,31-33,17,047,31-33,17,047
3201,62,31-33,17,049,31-33,17,049
607,19,31-33,17,051,31-33,17,051
859,20,31-33,17,053,31-33,17,053
554,31,31-33,17,055,31-33,17,055
537,11,31-33,17,057,31-33,17,057
13,3,31-33,17,059,31-33,17,059
82,8,31-33,17,061,31-33,17,061
2199,43,31-33,17,063,31-33,17,063
91,8,31-33,17,065,31-33,17,065
286,19,31-33,17,067,31-33,17,067
4379,46,31-33,17,073,31-33,17,073
658,28,31-33,17,075,31-33,17,075
1350,44,31-33,17,077,31-33,17,077
200,10,31-33,17,079,31-33,17,079
6094,29,31-33,17,081,31-33,17,081
132,17,31-33,17,083,31-33,17,083
672,33,31-33,17,085,31-33,17,085
32,8,31-33,17,087,31-33,17,087
32229,790,31-33,17,089,31-33,17,089
6162,104,31-33,17,091,31-33,17,091
2445,85,31-33,17,093,31-33,17,093
5962,141,31-33,17,099,31-33,17,099
1343,30,31-33,17,095,31-33,17,095
29987,811,31-33,17,097,31-33,17,097
775,8,31-33,17,101,31-33,17,101
3185,29,31-33,17,103,31-33,17,103
2860,48,31-33,17,105,31-33,17,105
1057,12,31-33,17,107,31-33,17,107
2062,13,31-33,17,109,31-33,17,109
14029,432,31-33,17,111,31-33,17,111
7156,82,31-33,17,113,31-33,17,113
7601,92,31-33,17,115,31-33,17,115
537,33,31-33,17,117,31-33,17,117
10145,169,31-33,17,119,31-33,17,119
3061,46,31-33,17,121,31-33,17,121
828,7,31-33,17,123,31-33,17,123
134,10,31-33,17,125,31-33,17,125
379,8,31-33,17,127,31-33,17,127
43,7,31-33,17,129,31-33,17,129
141,18,31-33,17,133,31-33,17,133
699,13,31-33,17,131,31-33,17,131
704,23,31-33,17,135,31-33,17,135
2507,35,31-33,17,137,31-33,17,137
2332,45,31-33,17,139,31-33,17,139
2879,61,31-33,17,141,31-33,17,141
6351,138,31-33,17,143,31-33,17,143
398,18,31-33,17,145,31-33,17,145
243,17,31-33,17,147,31-33,17,147
133,11,31-33,17,149,31-33,17,149
511,9,31-33,17,155,31-33,17,155
2543,26,31-33,17,157,31-33,17,157
447,20,31-33,17,159,31-33,17,159
8326,124,31-33,17,161,31-33,17,161
5255,149,31-33,17,163,31-33,17,163
289,20,31-33,17,165,31-33,17,165
2448,92,31-33,17,167,31-33,17,167
44,4,31-33,17,169,31-33,17,169
1115,17,31-33,17,173,31-33,17,173
250,7,31-33,17,175,31-33,17,175
3286,58,31-33,17,177,31-33,17,177
6243,118,31-33,17,179,31-33,17,179
286,12,31-33,17,181,31-33,17,181
4451,72,31-33,17,183,31-33,17,183
184,10,31-33,17,185,31-33,17,185
1518,11,31-33,17,187,31-33,17,187
1651,14,31-33,17,189,31-33,17,189
130,15,31-33,17,191,31-33,17,191
225,11,31-33,17,193,31-33,17,193
4058,77,31-33,17,195,31-33,17,195
20445,594,31-33,17,197,31-33,17,197
9803,118,31-33,18,033,31-33,18,033
2021,46,31-33,17,203,31-33,17,203
2981,42,31-33,17,199,31-33,17,199
23360,521,31-33,17,201,31-33,17,201
5065,63,31-33,18,001,31-33,18,001
30480,485,31-33,18,003,31-33,18,003
13888,136,31-33,18,005,31-33,18,005
364,10,31-33,18,007,31-33,18,007
3118,78,31-33,18,011,31-33,18,011
852,21,31-33,18,009,31-33,18,009
121,16,31-33,18,013,31-33,18,013
2319,24,31-33,18,015,31-33,18,015
4301,46,31-33,18,017,31-33,18,017
6651,138,31-33,18,019,31-33,18,019
2296,26,31-33,18,021,31-33,18,021
4715,34,31-33,18,023,31-33,18,023
351,6,31-33,18,025,31-33,18,025
2589,112,31-33,18,027,31-33,18,027
2085,45,31-33,18,029,31-33,18,029
4600,47,31-33,18,031,31-33,18,031
3781,106,31-33,18,035,31-33,18,035
10879,95,31-33,18,037,31-33,18,037
83975,835,31-33,18,039,31-33,18,039
923,29,31-33,18,041,31-33,18,041
6076,112,31-33,18,043,31-33,18,043
1691,24,31-33,18,045,31-33,18,045
927,22,31-33,18,047,31-33,18,047
1638,35,31-33,18,049,31-33,18,049
11261,38,31-33,18,051,31-33,18,051
4827,58,31-33,18,053,31-33,18,053
600,23,31-33,18,055,31-33,18,055
4972,194,31-33,18,057,31-33,18,057
