EMP,ESTAB,NAICS2017,STATE,COUNTY,NAICS2017,state,county
1155,46,51,19,169,51,19,169
12,3,51,19,171,51,19,171
130,13,51,19,179,51,19,179
66,15,51,19,181,51,19,181
64,9,51,19,183,51,19,183
268,18,51,19,187,51,19,187
94,9,51,19,189,51,19,189
641,44,51,19,193,51,19,193
36,10,51,19,197,51,19,197
138,8,51,20,001,51,20,001
23,6,51,20,005,51,20,005
97,17,51,20,009,51,20,009
49,17,51,20,015,51,20,015
26,5,51,20,021,51,20,021
72,6,51,20,029,51,20,029
84,11,51,20,035,51,20,035
382,21,51,20,037,51,20,037
25,6,51,20,041,51,20,041
400,46,51,20,045,51,20,045
332,24,51,20,051,51,20,051
84,21,51,20,057,51,20,057
42,12,51,20,059,51,20,059
32,8,51,20,079,51,20,079
45,4,51,20,085,51,20,085
11593,411,51,20,091,51,20,091
102,20,51,20,103,51,20,103
131,16,51,20,111,51,20,111
83,10,51,20,113,51,20,113
37,5,51,20,115,51,20,115
96,9,51,20,117,51,20,117
41,11,51,20,121,51,20,121
73,6,51,20,123,51,20,123
21,6,51,20,131,51,20,131
47,7,51,20,133,51,20,133
69,8,51,20,149,51,20,149
22,8,51,20,151,51,20,151
581,21,51,20,155,51,20,155
1065,36,51,20,161,51,20,161
160,23,51,20,169,51,20,169
55,8,51,20,181,51,20,181
16,3,51,20,183,51,20,183
51,11,51,20,193,51,20,193
10,3,51,20,195,51,20,195
5,3,51,20,205,51,20,205
9,7,51,21,003,51,21,003
31,3,51,21,007,51,21,007
22,3,51,21,027,51,21,027
19,3,51,21,031,51,21,031
23,6,51,21,033,51,21,033
22,3,51,21,051,51,21,051
6,3,51,21,053,51,21,053
45,8,51,21,065,51,21,065
47,3,51,21,075,51,21,075
26,5,51,21,085,51,21,085
23,10,51,21,097,51,21,097
21,4,51,21,103,51,21,103
74,10,51,21,109,51,21,109
18,5,51,21,129,51,21,129
18,4,51,21,131,51,21,131
10,4,51,21,143,51,21,143
9,5,51,21,147,51,21,147
21,5,51,21,153,51,21,153
171,11,51,21,161,51,21,161
27,7,51,21,167,51,21,167
16,3,51,21,169,51,21,169
125,5,51,21,175,51,21,175
177,20,51,21,021,51,21,021
434,16,51,21,043,51,21,043
50,7,51,21,141,51,21,141
19,4,51,21,171,51,21,171
79,15,51,21,173,51,21,173
224,14,51,21,179,51,21,179
66,11,51,20,175,51,20,175
1240,61,51,20,177,51,20,177
116,11,51,20,191,51,20,191
593,34,51,20,209,51,20,209
53,5,51,21,001,51,21,001
11,5,51,21,005,51,21,005
181,13,51,21,009,51,21,009
35,14,51,21,013,51,21,013
1147,35,51,21,015,51,21,015
22,10,51,21,017,51,21,017
380,26,51,21,019,51,21,019
11,5,51,21,025,51,21,025
75,8,51,21,029,51,21,029
198,16,51,21,035,51,21,035
473,34,51,21,037,51,21,037
282,29,51,21,047,51,21,047
134,20,51,21,049,51,21,049
355,29,51,21,059,51,21,059
2899,181,51,21,067,51,21,067
13,4,51,21,069,51,21,069
330,28,51,21,071,51,21,071
328,31,51,21,073,51,21,073
70,8,51,21,079,51,21,079
23,7,51,21,081,51,21,081
99,10,51,21,083,51,21,083
39,6,51,21,089,51,21,089
900,45,51,21,093,51,21,093
51,11,51,21,095,51,21,095
28,6,51,21,099,51,21,099
81,17,51,21,101,51,21,101
149,12,51,21,107,51,21,107
8695,407,51,21,111,51,21,111
46,12,51,21,113,51,21,113
111,11,51,21,115,51,21,115
575,59,51,21,117,51,21,117
154,7,51,21,119,51,21,119
87,11,51,21,121,51,21,121
727,38,51,21,125,51,21,125
41,8,51,21,133,51,21,133
979,31,51,21,145,51,21,145
337,35,51,21,151,51,21,151
8,5,51,21,155,51,21,155
86,13,51,21,157,51,21,157
70,4,51,21,163,51,21,163
57,9,51,21,177,51,21,177
13,3,51,21,181,51,21,181
4,4,51,21,187,51,21,187
68,4,51,21,191,51,21,191
25,10,51,21,197,51,21,197
55,6,51,21,207,51,21,207
15,3,51,21,225,51,21,225
110,9,51,21,231,51,21,231
47,10,51,21,239,51,21,239
13,6,51,22,003,51,22,003
12,5,51,22,021,51,22,021
20,5,51,22,029,51,22,029
18,6,51,22,041,51,22,041
23,4,51,22,059,51,22,059
7,3,51,22,065,51,22,065
22,5,51,22,077,51,22,077
22,5,51,22,123,51,22,123
11,5,51,22,125,51,22,125
130,10,51,21,193,51,21,193
23,6,51,22,121,51,22,121
94,19,51,23,007,51,23,007
18,6,51,21,183,51,21,183
155,27,51,21,185,51,21,185
130,19,51,21,195,51,21,195
227,19,51,21,199,51,21,199
545,7,51,21,203,51,21,203
99,10,51,21,205,51,21,205
92,19,51,21,209,51,21,209
45,18,51,21,211,51,21,211
36,8,51,21,213,51,21,213
125,12,51,21,217,51,21,217
43,6,51,21,221,51,21,221
492,40,51,21,227,51,21,227
9,3,51,21,233,51,21,233
192,17,51,21,235,51,21,235
73,14,51,22,001,51,22,001
133,16,51,22,005,51,22,005
41,10,51,22,009,51,22,009
19,5,51,22,011,51,22,011
364,29,51,22,015,51,22,015
1211,97,51,22,017,51,22,017
643,56,51,22,019,51,22,019
7,3,51,22,027,51,22,027
45,9,51,22,031,51,22,031
4575,197,51,22,033,51,22,033
5,3,51,22,037,51,22,037
52,12,51,22,039,51,22,039
133,16,51,22,045,51,22,045
41,5,51,22,047,51,22,047
1742,156,51,22,051,51,22,051
28,7,51,22,053,51,22,053
1856,117,51,22,055,51,22,055
141,16,51,22,057,51,22,057
204,13,51,22,061,51,22,061
115,23,51,22,063,51,22,063
35,5,51,22,067,51,22,067
145,19,51,22,069,51,22,069
1601,214,51,22,071,51,22,071
1568,83,51,22,073,51,22,073
25,6,51,22,075,51,22,075
396,46,51,22,079,51,22,079
22,7,51,22,083,51,22,083
34,6,51,22,085,51,22,085
55,6,51,22,087,51,22,087
57,11,51,22,089,51,22,089
141,11,51,22,095,51,22,095
153,19,51,22,097,51,22,097
73,9,51,22,099,51,22,099
83,12,51,22,101,51,22,101
1038,86,51,22,103,51,22,103
442,30,51,22,105,51,22,105
275,22,51,22,109,51,22,109
61,15,51,22,111,51,22,111
117,14,51,22,113,51,22,113
84,12,51,22,115,51,22,115
45,12,51,22,117,51,22,117
43,9,51,22,119,51,22,119
6,4,51,22,127,51,22,127
569,31,51,23,001,51,23,001
275,37,51,23,003,51,23,003
3779,265,51,23,005,51,23,005
15,4,51,26,011,51,26,011
80,5,51,27,001,51,27,001
30,9,51,26,031,51,26,031
298,41,51,23,009,51,23,009
1421,68,51,23,011,51,23,011
244,40,51,23,013,51,23,013
153,27,51,23,015,51,23,015
122,33,51,23,017,51,23,017
834,67,51,23,019,51,23,019
15,8,51,23,021,51,23,021
90,12,51,23,023,51,23,023
94,24,51,23,025,51,23,025
774,16,51,23,027,51,23,027
76,19,51,23,029,51,23,029
402,59,51,23,031,51,23,031
466,32,51,24,001,51,24,001
3233,233,51,24,003,51,24,003
6332,292,51,24,005,51,24,005
60,14,51,24,009,51,24,009
27,8,51,24,011,51,24,011
319,48,51,24,013,51,24,013
111,15,51,24,015,51,24,015
366,40,51,24,017,51,24,017
51,10,51,24,019,51,24,019
982,86,51,24,021,51,24,021
453,14,51,24,023,51,24,023
703,77,51,24,025,51,24,025
5959,165,51,24,027,51,24,027
43,7,51,24,029,51,24,029
14176,623,51,24,031,51,24,031
6008,268,51,24,033,51,24,033
139,20,51,24,035,51,24,035
242,27,51,24,037,51,24,037
5,3,51,24,039,51,24,039
320,16,51,24,041,51,24,041
2523,48,51,24,043,51,24,043
810,48,51,24,045,51,24,045
173,33,51,24,047,51,24,047
4276,242,51,24,510,51,24,510
980,137,51,25,001,51,25,001
634,60,51,25,003,51,25,003
2071,159,51,25,005,51,25,005
132,19,51,25,007,51,25,007
5567,290,51,25,009,51,25,009
129,28,51,25,011,51,25,011
1859,116,51,25,013,51,25,013
683,70,51,25,015,51,25,015
63651,1191,51,25,017,51,25,017
60,13,51,25,019,51,25,019
12913,397,51,25,021,51,25,021
1612,154,51,25,023,51,25,023
33320,645,51,25,025,51,25,025
2963,259,51,25,027,51,25,027
53,5,51,26,003,51,26,003
119,27,51,26,005,51,26,005
128,13,51,26,007,51,26,007
45,13,51,26,009,51,26,009
53,4,51,26,013,51,26,013
84,15,51,26,015,51,26,015
221,24,51,26,017,51,26,017
17,7,51,26,019,51,26,019
517,47,51,26,021,51,26,021
99,12,51,26,023,51,26,023
242,32,51,26,025,51,26,025
32,5,51,26,027,51,26,027
20,9,51,26,029,51,26,029
15,5,51,26,039,51,26,039
30,7,51,26,071,51,26,071
7,3,51,26,095,51,26,095
69,8,51,26,109,51,26,109
4,3,51,26,113,51,26,113
18,4,51,26,141,51,26,141
21,6,51,26,143,51,26,143
12,5,51,26,153,51,26,153
731,38,51,26,045,51,26,045
125,13,51,26,137,51,26,137
60,8,51,27,075,51,27,075
10,3,51,27,077,51,27,077
483,15,51,27,169,51,27,169
73,12,51,26,033,51,26,033
17,5,51,26,035,51,26,035
281,22,51,26,037,51,26,037
223,17,51,26,041,51,26,041
98,13,51,26,043,51,26,043
194,27,51,26,047,51,26,047
897,118,51,26,049,51,26,049
21,5,51,26,051,51,26,051
58,9,51,26,053,51,26,053
583,65,51,26,055,51,26,055
62,12,51,26,057,51,26,057
75,12,51,26,059,51,26,059
179,22,51,26,061,51,26,061
216,22,51,26,063,51,26,063
2360,145,51,26,065,51,26,065
41,16,51,26,067,51,26,067
96,14,51,26,069,51,26,069
237,22,51,26,073,51,26,073
253,40,51,26,075,51,26,075
758,74,51,26,077,51,26,077
58,10,51,26,079,51,26,079
5496,317,51,26,081,51,26,081
199,27,51,26,087,51,26,087
95,13,51,26,089,51,26,089
220,25,51,26,091,51,26,091
564,59,51,26,093,51,26,093
16,3,51,26,097,51,26,097
3080,248,51,26,099,51,26,099
39,7,51,26,101,51,26,101
326,29,51,26,103,51,26,103
182,15,51,26,105,51,26,105
142,11,51,26,107,51,26,107
174,28,51,26,111,51,26,111
279,25,51,26,115,51,26,115
152,18,51,26,117,51,26,117
353,45,51,26,121,51,26,121
58,11,51,26,123,51,26,123
21136,871,51,26,125,51,26,125
73,8,51,26,129,51,26,129
154,3,51,26,133,51,26,133
5,4,51,26,135,51,26,135
913,89,51,26,139,51,26,139
1068,62,51,26,145,51,26,145
321,41,51,26,147,51,26,147
99,15,51,26,149,51,26,149
60,15,51,26,151,51,26,151
395,28,51,26,155,51,26,155
45,11,51,26,157,51,26,157
94,19,51,26,159,51,26,159
5478,208,51,26,161,51,26,161
8241,601,51,26,163,51,26,163
213,23,51,26,165,51,26,165
36,5,51,27,023,51,27,023
31,7,51,27,031,51,27,031
41,6,51,27,039,51,27,039
142,8,51,27,043,51,27,043
27,4,51,27,051,51,27,051
210,6,51,27,055,51,27,055
29,4,51,27,065,51,27,065
74,8,51,27,071,51,27,071
26,6,51,27,073,51,27,073
8,4,51,27,089,51,27,089
47,6,51,27,107,51,27,107
22,5,51,27,121,51,27,121
36,10,51,27,129,51,27,129
29,7,51,27,133,51,27,133
36,7,51,27,143,51,27,143
60,9,51,27,149,51,27,149
50,8,51,27,151,51,27,151
8,3,51,27,155,51,27,155
80,4,51,27,161,51,27,161
40,7,51,27,165,51,27,165
157,15,51,27,083,51,27,083
44,6,51,27,093,51,27,093
14,3,51,28,021,51,28,021
13,4,51,28,147,51,28,147
766,82,51,27,003,51,27,003
74,12,51,27,005,51,27,005
365,17,51,27,007,51,27,007
140,13,51,27,009,51,27,009
350,24,51,27,013,51,27,013
143,12,51,27,015,51,27,015
49,11,51,27,017,51,27,017
392,43,51,27,019,51,27,019
43,11,51,27,021,51,27,021
47,14,51,27,025,51,27,025
75,12,51,27,027,51,27,027
34,8,51,27,033,51,27,033
443,45,51,27,035,51,27,035
7021,166,51,27,037,51,27,037
188,16,51,27,041,51,27,041
40,6,51,27,045,51,27,045
157,10,51,27,047,51,27,047
225,15,51,27,049,51,27,049
29031,886,51,27,053,51,27,053
23,5,51,27,057,51,27,057
322,16,51,27,059,51,27,059
117,13,51,27,061,51,27,061
39,5,51,27,063,51,27,063
219,23,51,27,067,51,27,067
27,4,51,27,079,51,27,079
206,14,51,27,085,51,27,085
44,7,51,27,091,51,27,091
107,10,51,27,095,51,27,095
209,14,51,27,097,51,27,097
86,12,51,27,099,51,27,099
24,3,51,27,101,51,27,101
381,9,51,27,103,51,27,103
74,12,51,27,105,51,27,105
1602,59,51,27,109,51,27,109
349,33,51,27,111,51,27,111
64,5,51,27,113,51,27,113
77,9,51,27,115,51,27,115
65,9,51,27,117,51,27,117
188,15,51,27,119,51,27,119
5450,250,51,27,123,51,27,123
48,10,51,27,127,51,27,127
152,18,51,27,131,51,27,131
33,6,51,27,135,51,27,135
1237,82,51,27,137,51,27,137
407,43,51,27,139,51,27,139
84,19,51,27,141,51,27,141
1203,66,51,27,145,51,27,145
785,22,51,27,147,51,27,147
28,5,51,27,153,51,27,153
22,7,51,27,157,51,27,157
76,9,51,27,159,51,27,159
633,76,51,27,163,51,27,163
56,8,51,27,173,51,27,173
10,3,51,28,013,51,28,013
21,7,51,28,025,51,28,025
68,13,51,28,027,51,28,027
106,5,51,28,037,51,28,037
5,4,51,28,041,51,28,041
28,4,51,28,053,51,28,053
139,6,51,28,061,51,28,061
23,5,51,28,079,51,28,079
60,10,51,28,091,51,28,091
24,8,51,28,097,51,28,097
3,3,51,28,103,51,28,103
12,5,51,28,111,51,28,111
21,6,51,28,131,51,28,131
62,9,51,28,137,51,28,137
63,4,51,29,005,51,29,005
16,4,51,29,011,51,29,011
80,13,51,28,109,51,28,109
129,15,51,28,149,51,28,149
7,3,51,29,057,51,29,057
28,3,51,29,103,51,29,103
390,48,51,27,171,51,27,171
81,13,51,28,001,51,28,001
133,14,51,28,003,51,28,003
41,9,51,28,007,51,28,007
80,14,51,28,011,51,28,011
13,7,51,28,017,51,28,017
32,7,51,28,029,51,28,029
25,7,51,28,031,51,28,031
368,36,51,28,033,51,28,033
248,26,51,28,035,51,28,035
32,6,51,28,039,51,28,039
51,10,51,28,043,51,28,043
56,14,51,28,045,51,28,045
813,68,51,28,047,51,28,047
1776,110,51,28,049,51,28,049
16,9,51,28,051,51,28,051
27,4,51,28,057,51,28,057
627,32,51,28,059,51,28,059
105,15,51,28,067,51,28,067
378,27,51,28,071,51,28,071
205,21,51,28,073,51,28,073
238,28,51,28,075,51,28,075
6,3,51,28,077,51,28,077
613,46,51,28,081,51,28,081
136,16,51,28,083,51,28,083
108,11,51,28,085,51,28,085
327,21,51,28,087,51,28,087
1706,61,51,28,089,51,28,089
10,4,51,28,093,51,28,093
42,8,51,28,095,51,28,095
46,7,51,28,099,51,28,099
27,3,51,28,101,51,28,101
136,20,51,28,105,51,28,105
54,11,51,28,107,51,28,107
126,13,51,28,113,51,28,113
17,8,51,28,115,51,28,115
27,10,51,28,117,51,28,117
417,43,51,28,121,51,28,121
21,5,51,28,123,51,28,123
36,7,51,28,127,51,28,127
34,7,51,28,133,51,28,133
15,5,51,28,139,51,28,139
53,12,51,28,141,51,28,141
42,8,51,28,145,51,28,145
138,16,51,28,151,51,28,151
29,8,51,28,153,51,28,153
61,10,51,28,159,51,28,159
36,11,51,28,163,51,28,163
105,15,51,29,001,51,29,001
39,4,51,29,003,51,29,003
86,12,51,29,007,51,29,007
91,16,51,29,009,51,29,009
8,3,51,29,013,51,29,013
12,5,51,29,015,51,29,015
36,4,51,29,025,51,29,025
31,4,51,29,033,51,29,033
34,8,51,29,039,51,29,039
28,4,51,29,041,51,29,041
37,10,51,29,053,51,29,053
20,5,51,29,059,51,29,059
15,5,51,29,063,51,29,063
17,5,51,29,067,51,29,067
20,6,51,29,079,51,29,079
40,5,51,29,081,51,29,081
26,6,51,29,087,51,29,087
8,3,51,29,093,51,29,093
51,11,51,29,117,51,29,117
217,11,51,29,121,51,29,121
13,4,51,29,149,51,29,149
6,3,51,29,151,51,29,151
31,8,51,29,157,51,29,157
18,6,51,29,177,51,29,177
115,9,51,29,027,51,29,027
116,17,51,29,091,51,29,091
111,14,51,29,169,51,29,169
66,8,51,30,021,51,30,021
24,4,51,30,023,51,30,023
11,3,51,30,097,51,30,097
27,3,51,31,121,51,31,121
127,12,51,29,195,51,29,195
1255,94,51,29,019,51,29,019
590,35,51,29,021,51,29,021
213,16,51,29,023,51,29,023
157,21,51,29,029,51,29,029
732,43,51,29,031,51,29,031
253,29,51,29,037,51,29,037
248,24,51,29,043,51,29,043
6,3,51,29,045,51,29,045
584,72,51,29,047,51,29,047
29,5,51,29,049,51,29,049
2698,56,51,29,051,51,29,051
45,4,51,29,055,51,29,055
23,4,51,29,065,51,29,065
47,12,51,29,069,51,29,069
456,37,51,29,071,51,29,071
8,3,51,29,073,51,29,073
4283,145,51,29,077,51,29,077
52,10,51,29,083,51,29,083
9102,354,51,29,095,51,29,095
338,38,51,29,097,51,29,097
536,41,51,29,099,51,29,099
109,20,51,29,101,51,29,101
116,13,51,29,105,51,29,105
55,16,51,29,107,51,29,107
69,11,51,29,109,51,29,109
7,3,51,29,111,51,29,111
84,10,51,29,113,51,29,113
19,7,51,29,115,51,29,115
147,11,51,29,127,51,29,127
95,9,51,29,131,51,29,131
52,7,51,29,135,51,29,135
46,3,51,29,139,51,29,139
13,6,51,29,141,51,29,141
19,5,51,29,143,51,29,143
438,23,51,29,145,51,29,145
91,12,51,29,147,51,29,147
11,6,51,29,155,51,29,155
125,15,51,29,159,51,29,159
113,18,51,29,161,51,29,161
92,6,51,29,163,51,29,163
319,34,51,29,165,51,29,165
73,6,51,29,167,51,29,167
101,13,51,29,175,51,29,175
1710,126,51,29,183,51,29,183
9,4,51,29,186,51,29,186
258,25,51,29,187,51,29,187
17307,501,51,29,189,51,29,189
8,5,51,29,205,51,29,205
47,3,51,29,211,51,29,211
37,8,51,30,001,51,30,001
9,4,51,30,003,51,30,003
4,3,51,30,015,51,30,015
179,4,51,30,019,51,30,019
190,9,51,30,041,51,30,041
20,8,51,30,043,51,30,043
28,3,51,30,055,51,30,055
30,6,51,30,057,51,30,057
9,5,51,30,065,51,30,065
13,4,51,30,073,51,30,073
7,3,51,30,079,51,30,079
33,5,51,30,085,51,30,085
72,4,51,30,087,51,30,087
10,4,51,30,091,51,30,091
94,3,51,30,099,51,30,099
22,5,51,30,101,51,30,101
4,3,51,31,011,51,31,011
31,4,51,31,017,51,31,017
44,5,51,31,029,51,31,029
18,4,51,31,031,51,31,031
51,8,51,31,039,51,31,039
44,9,51,31,041,51,31,041
69,10,51,31,045,51,31,045
50,3,51,31,065,51,31,065
48,3,51,31,081,51,31,081
54,6,51,31,095,51,31,095
60,4,51,31,099,51,31,099
51,11,51,31,101,51,31,101
32,7,51,30,083,51,30,083
15,3,51,32,027,51,32,027
57,4,51,32,029,51,32,029
738,63,51,34,001,51,34,001
13777,541,51,34,003,51,34,003
3349,153,51,34,005,51,34,005
1855,154,51,34,007,51,34,007
197,29,51,34,009,51,34,009
381,28,51,34,011,51,34,011
4914,346,51,34,013,51,34,013
1141,72,51,34,015,51,34,015
8510,326,51,34,017,51,34,017
467,52,51,34,019,51,34,019
4158,180,51,34,021,51,34,021
8916,329,51,34,025,51,34,025
6117,265,51,34,027,51,34,027
1220,162,51,34,029,51,34,029
1355,136,51,34,031,51,34,031
38,13,51,34,033,51,34,033
12162,209,51,34,035,51,34,035
2433,157,51,34,039,51,34,039
1131,29,51,34,041,51,34,041
262,20,51,29,201,51,29,201
58,10,51,29,207,51,29,207
20,6,51,29,209,51,29,209
223,34,51,29,213,51,29,213
43,12,51,29,215,51,29,215
56,8,51,29,217,51,29,217
78,10,51,29,219,51,29,219
43,7,51,29,221,51,29,221
57,6,51,29,225,51,29,225
21,6,51,29,229,51,29,229
4753,177,51,29,510,51,29,510
16,5,51,30,009,51,30,009
434,32,51,30,013,51,30,013
71,7,51,30,017,51,30,017
59,8,51,30,027,51,30,027
426,60,51,30,029,51,30,029
1615,113,51,30,031,51,30,031
16,5,51,30,035,51,30,035
185,14,51,30,047,51,30,047
402,48,51,30,049,51,30,049
99,15,51,30,053,51,30,053
1542,90,51,30,063,51,30,063
79,18,51,30,067,51,30,067
99,17,51,30,081,51,30,081
25,4,51,30,089,51,30,089
162,18,51,30,093,51,30,093
57,5,51,30,105,51,30,105
1204,84,51,30,111,51,30,111
113,11,51,31,001,51,31,001
17,4,51,31,003,51,31,003
43,10,51,31,013,51,31,013
239,24,51,31,019,51,31,019
15,3,51,31,025,51,31,025
30,5,51,31,027,51,31,027
35,7,51,31,033,51,31,033
40,5,51,31,043,51,31,043
118,10,51,31,047,51,31,047
105,17,51,31,053,51,31,053
11775,281,51,31,055,51,31,055
83,8,51,31,067,51,31,067
269,28,51,31,079,51,31,079
50,11,51,31,089,51,31,089
5531,152,51,31,109,51,31,109
232,19,51,31,111,51,31,111
182,16,51,31,119,51,31,119
15,4,51,31,127,51,31,127
28,7,51,31,131,51,31,131
11,4,51,31,135,51,31,135
2,3,51,31,143,51,31,143
29,4,51,31,163,51,31,163
7,4,51,31,169,51,31,169
16,4,51,31,175,51,31,175
398,11,51,31,177,51,31,177
41,3,51,31,181,51,31,181
84,5,51,32,001,51,32,001
17,4,51,32,021,51,32,021
7265,406,51,34,023,51,34,023
23,7,51,35,006,51,35,006
12,5,51,35,007,51,35,007
17,3,51,35,011,51,35,011
14,3,51,35,019,51,35,019
5,3,51,35,023,51,35,023
27,9,51,35,028,51,35,028
15,5,51,35,037,51,35,037
138,13,51,35,039,51,35,039
68,9,51,35,041,51,35,041
15,3,51,35,051,51,35,051
11,6,51,35,053,51,35,053
35,4,51,35,059,51,35,059
16,3,51,31,129,51,31,129
149,15,51,32,023,51,32,023
641,37,51,33,005,51,33,005
85,16,51,33,019,51,33,019
209,21,51,34,037,51,34,037
184,22,51,35,005,51,35,005
248,15,51,35,009,51,35,009
369,32,51,36,015,51,36,015
19,5,51,31,137,51,31,137
33,7,51,31,139,51,31,139
103,14,51,31,141,51,31,141
95,13,51,31,145,51,31,145
26,5,51,31,147,51,31,147
1717,46,51,31,153,51,31,153
23,4,51,31,155,51,31,155
250,14,51,31,157,51,31,157
52,10,51,31,159,51,31,159
34,5,51,31,179,51,31,179
69,10,51,31,185,51,31,185
13956,1111,51,32,003,51,32,003
335,44,51,32,005,51,32,005
132,20,51,32,007,51,32,007
37,8,51,32,013,51,32,013
35,10,51,32,019,51,32,019
4643,277,51,32,031,51,32,031
14,5,51,32,033,51,32,033
383,47,51,32,510,51,32,510
188,27,51,33,001,51,33,001
235,34,51,33,003,51,33,003
73,16,51,33,007,51,33,007
871,61,51,33,009,51,33,009
6665,222,51,33,011,51,33,011
602,71,51,33,013,51,33,013
3548,155,51,33,015,51,33,015
488,45,51,33,017,51,33,017
4926,303,51,35,001,51,35,001
412,63,51,35,013,51,35,013
237,22,51,35,015,51,35,015
76,15,51,35,017,51,35,017
330,31,51,35,025,51,35,025
63,13,51,35,027,51,35,027
30,9,51,35,029,51,35,029
167,22,51,35,031,51,35,031
201,26,51,35,035,51,35,035
177,38,51,35,043,51,35,043
231,32,51,35,045,51,35,045
45,13,51,35,047,51,35,047
717,107,51,35,049,51,35,049
96,17,51,35,055,51,35,055
151,8,51,35,061,51,35,061
5671,197,51,36,001,51,36,001
99,27,51,36,003,51,36,003
2942,318,51,36,005,51,36,005
1336,79,51,36,007,51,36,007
243,28,51,36,009,51,36,009
447,30,51,36,011,51,36,011
526,53,51,36,013,51,36,013
8,3,51,36,041,51,36,041
38,14,51,36,049,51,36,049
22,5,51,37,005,51,37,005
50,7,51,37,007,51,37,007
25,8,51,37,011,51,37,011
12,4,51,37,015,51,37,015
8,3,51,37,017,51,37,017
33,5,51,37,043,51,37,043
602,47,51,36,045,51,36,045
1016,63,51,36,083,51,36,083
146,21,51,37,045,51,37,045
336,21,51,36,017,51,36,017
409,33,51,36,019,51,36,019
238,45,51,36,021,51,36,021
111,17,51,36,023,51,36,023
1554,80,51,36,025,51,36,025
1035,145,51,36,027,51,36,027
6120,303,51,36,029,51,36,029
141,25,51,36,031,51,36,031
156,24,51,36,033,51,36,033
133,14,51,36,035,51,36,035
226,21,51,36,037,51,36,037
240,23,51,36,039,51,36,039
74,17,51,36,043,51,36,043
13098,1641,51,36,047,51,36,047
144,22,51,36,051,51,36,051
201,23,51,36,053,51,36,053
8448,340,51,36,055,51,36,055
258,22,51,36,057,51,36,057
9240,688,51,36,059,51,36,059
229327,4337,51,36,061,51,36,061
637,53,51,36,063,51,36,063
815,89,51,36,065,51,36,065
3760,229,51,36,067,51,36,067
721,64,51,36,069,51,36,069
2263,156,51,36,071,51,36,071
150,8,51,36,073,51,36,073
183,31,51,36,075,51,36,075
193,32,51,36,077,51,36,077
216,46,51,36,079,51,36,079
7058,716,51,36,081,51,36,081
1439,133,51,36,085,51,36,085
2002,176,51,36,087,51,36,087
447,56,51,36,089,51,36,089
754,69,51,36,091,51,36,091
1111,53,51,36,093,51,36,093
107,16,51,36,095,51,36,095
23,7,51,36,097,51,36,097
58,11,51,36,099,51,36,099
390,41,51,36,101,51,36,101
8235,633,51,36,103,51,36,103
167,36,51,36,105,51,36,105
97,18,51,36,107,51,36,107
1226,67,51,36,109,51,36,109
636,114,51,36,111,51,36,111
809,41,51,36,113,51,36,113
100,16,51,36,115,51,36,115
99,20,51,36,117,51,36,117
6966,624,51,36,119,51,36,119
38,11,51,36,121,51,36,121
60,13,51,36,123,51,36,123
285,56,51,37,001,51,37,001
24,5,51,37,003,51,37,003
193,12,51,37,009,51,37,009
146,17,51,37,013,51,37,013
423,29,51,37,019,51,37,019
1726,161,51,37,021,51,37,021
106,18,51,37,023,51,37,023
830,63,51,37,025,51,37,025
232,21,51,37,027,51,37,027
201,26,51,37,031,51,37,031
9,3,51,37,033,51,37,033
696,45,51,37,035,51,37,035
162,25,51,37,037,51,37,037
47,10,51,37,039,51,37,039
79,11,51,37,041,51,37,041
40,9,51,37,091,51,37,091
3,3,51,37,095,51,37,095
4,3,51,37,103,51,37,103
8,7,51,37,115,51,37,115
21,6,51,37,121,51,37,121
8,3,51,37,131,51,37,131
7,4,51,37,143,51,37,143
49,7,51,37,149,51,37,149
21,7,51,37,059,51,37,059
752,22,51,37,113,51,37,113
22,4,51,37,169,51,37,169
89,14,51,37,047,51,37,047
298,29,51,37,049,51,37,049
1363,75,51,37,051,51,37,051
7,7,51,37,053,51,37,053
146,28,51,37,055,51,37,055
163,27,51,37,057,51,37,057
33,9,51,37,061,51,37,061
5727,189,51,37,063,51,37,063
86,26,51,37,065,51,37,065
1705,132,51,37,067,51,37,067
51,15,51,37,069,51,37,069
461,43,51,37,071,51,37,071
29,9,51,37,077,51,37,077
4837,222,51,37,081,51,37,081
139,12,51,37,083,51,37,083
170,15,51,37,085,51,37,085
102,19,51,37,087,51,37,087
317,43,51,37,089,51,37,089
19,7,51,37,093,51,37,093
535,57,51,37,097,51,37,097
65,12,51,37,099,51,37,099
215,47,51,37,101,51,37,101
158,19,51,37,105,51,37,105
97,17,51,37,107,51,37,107
109,24,51,37,109,51,37,109
45,5,51,37,111,51,37,111
32,5,51,37,117,51,37,117
21847,706,51,37,119,51,37,119
16,6,51,37,123,51,37,123
266,24,51,37,125,51,37,125
221,30,51,37,127,51,37,127
3674,134,51,37,129,51,37,129
420,40,51,37,133,51,37,133
913,81,51,37,135,51,37,135
229,15,51,37,139,51,37,139
25,7,51,37,141,51,37,141
129,7,51,37,145,51,37,145
1792,74,51,37,147,51,37,147
260,23,51,37,151,51,37,151
46,8,51,37,153,51,37,153
190,18,51,37,155,51,37,155
91,22,51,37,157,51,37,157
296,24,51,37,159,51,37,159
227,17,51,37,161,51,37,161
152,18,51,37,163,51,37,163
72,13,51,37,165,51,37,165
107,13,51,37,167,51,37,167
60,4,51,38,003,51,38,003
