rank_flo,rank_baseline,cbsa_code,cbsa_name,primary_city,state,is_candidate,demand_index,score_baseline,score_flo,score_flo_recalc,score_flo_error,demand_norm,w_demand,contrib_demand,enterprise_fit_norm,w_enterprise_fit,contrib_enterprise_fit,cloud_adjacency_norm,w_cloud_adjacency,contrib_cloud_adjacency,resilience_norm,w_resilience,contrib_resilience,capex_friction_norm,w_capex_friction,contrib_capex_friction
209,464,12300,"Augusta-Waterville, ME",Augusta,ME,False,2134.9,0.004851060565097218,0.08744108886968849,0.08744108886968849,0.0,0.004851060565097218,0.3,0.0014553181695291654,0.006669304370601119,0.2,0.001333860874120224,0.004083955315033611,0.2,0.0008167910630067223,0.9604113536010536,0.15,0.14406170304015803,0.40151056184750444,-0.15,-0.06022658427712566
210,745,40500,"Rockland, ME",Rockland,ME,False,898.8,0.002011723492074503,0.08734247705461248,0.08734247705461248,0.0,0.002011723492074503,0.3,0.0006035170476223509,0.0029428974248950955,0.2,0.0005885794849790192,0.0007012562258045047,0.2,0.00014025124516090095,0.8715817545293056,0.15,0.13073726317939585,0.29818089268363773,-0.15,-0.04472713390254566
211,487,16940,"Cheyenne, WY",Cheyenne,WY,False,2015.4,0.004576567578909843,0.08719315388446107,0.08719315388446107,0.0,0.004576567578909843,0.3,0.0013729702736729528,0.004897770397160195,0.2,0.0009795540794320392,0.0032361250420322634,0.2,0.0006472250084064527,0.9706757241162484,0.15,0.14560135861743725,0.4093863606299176,-0.15,-0.06140795409448764
212,763,31920,"Marble Falls, TX",Marble Falls,TX,False,802.9000000000001,0.001791439999393589,0.08704808836119271,0.08704808836119271,0.0,0.001791439999393589,0.3,0.0005374319998180767,0.0024747978534291077,0.2,0.0004949595706858215,0.00036787211845482217,0.2,7.357442369096444e-05,0.8541183381794455,0.15,0.1281177507269168,0.281170855732793,-0.15,-0.04217562835991895
213,867,16420,"Central City, KY",Central City,KY,False,442.0,0.0009624482109833488,0.08699692713501947,0.08699692713501947,0.0,0.0009624482109833488,0.3,0.00028873446329500465,0.0015564310751244083,0.2,0.00031128621502488166,0.00016381805274941297,0.2,3.2763610549882595e-05,0.780962249864716,0.15,0.11714433747970739,0.20520129755705133,-0.15,-0.030780194633557696
214,496,25900,"Hilo, HI",Hilo,HI,False,1971.0,0.004474580226719722,0.08673346088044508,0.08673346088044508,0.0,0.004474580226719722,0.3,0.0013423740680159164,0.00568518074773334,0.2,0.0011370361495466681,0.0014312524608632925,0.2,0.0002862504921726585,0.9487249371834279,0.15,0.14230874057751416,0.38893960271202893,-0.15,-0.058340940406804334
215,626,26860,"Indiana, PA",Indiana,PA,False,1341.9,0.00302952970278267,0.08668647973555116,0.08668647973555116,0.0,0.00302952970278267,0.3,0.000908858910834801,0.004143238468868592,0.2,0.0008286476937737184,0.0006581462119230803,0.2,0.00013162924238461606,0.9133690666794033,0.15,0.1370053600019105,0.34792010742234986,-0.15,-0.05218801611335248
216,633,45700,"Tifton, GA",Tifton,GA,False,1321.5,0.0029826706490736956,0.08654579696334253,0.08654579696334253,0.0,0.0029826706490736956,0.3,0.0008948011947221086,0.004502114806992516,0.2,0.0009004229613985032,0.0006696422156247934,0.2,0.0001339284431249587,0.8957980917797521,0.15,0.1343697137669628,0.33168712935243894,-0.15,-0.04975306940286584
217,730,22100,"Farmington, MO",Farmington,MO,False,950.4,0.002130249333808968,0.0864724276767389,0.0864724276767389,0.0,0.002130249333808968,0.3,0.0006390748001426904,0.00304766256708034,0.2,0.0006095325134160681,0.0007414922387605009,0.2,0.0001482984477521002,0.8802818640744471,0.15,0.13204227961116705,0.31311171797159326,-0.15,-0.046966757695738985
218,748,10220,"Ada, OK",Ada,OK,False,886.3000000000001,0.001983010836615573,0.08645636862082323,0.08645636862082323,0.0,0.001983010836615573,0.3,0.0005949032509846719,0.002685442660588802,0.2,0.0005370885321177605,0.0002500380805122619,0.2,5.0007616102452385e-05,0.8600506516216593,0.15,0.12900759774324888,0.29155485681087023,-0.15,-0.043733228521630536
219,757,19020,"Culpeper, VA",Culpeper,VA,False,827.2,0.0018472574016057497,0.08639799132871671,0.08639799132871671,0.0,0.0018472574016057497,0.3,0.0005541772204817249,0.002817513611109563,0.2,0.0005635027222219126,0.002486010800495478,0.2,0.0004972021600990956,0.8647229760327729,0.15,0.12970844640491594,0.299502247860013,-0.15,-0.04492533717900195
220,513,49700,"Yuba City, CA",Yuba City,CA,False,1855.2,0.00420858618654819,0.08633975598378055,0.08633975598378055,0.0,0.00420858618654819,0.3,0.001262575855964457,0.00613043260202063,0.2,0.0012260865204041262,0.0010403883350050438,0.2,0.00020807766700100877,0.9291368869190145,0.15,0.13937053303785218,0.37151678064960825,-0.15,-0.05572751709744123
221,372,13900,"Bismarck, ND",Bismarck,ND,False,2894.5999999999995,0.0065961009132691735,0.08609564373553819,0.08609564373553819,0.0,0.0065961009132691735,0.3,0.001978830273980752,0.007864072800628591,0.2,0.0015728145601257182,0.0036183671651142273,0.2,0.0007236734330228455,0.9839686227653774,0.15,0.14759529341480662,0.4384997863093184,-0.15,-0.06577496794639776
222,398,24300,"Grand Junction, CO",Grand Junction,CO,False,2680.9,0.0061052293555433,0.08606344928329605,0.08606344928329605,0.0,0.0061052293555433,0.3,0.0018315688066629899,0.007992800182781739,0.2,0.001598560036556348,0.0022330987190577875,0.2,0.0004466197438115575,0.9689609805379861,0.15,0.1453441470806979,0.42104964256288485,-0.15,-0.06315744638443273
223,45,40060,"Richmond, VA",Richmond,VA,False,36316.9,0.08336753967687008,0.08598093993355667,0.08598093993355667,0.0,0.08336753967687008,0.3,0.025010261903061024,0.09092666997308427,0.2,0.018185333994616856,0.02825142909696017,0.2,0.005650285819392035,0.9646663414208444,0.15,0.14469995121312665,0.7170992866442659,-0.15,-0.10756489299663989
224,880,33420,"Mineral Wells, TX",Mineral Wells,TX,False,413.1,0.0008960645515623016,0.08590865536446361,0.08590865536446361,0.0,0.0008960645515623016,0.3,0.00026881936546869047,0.0014377343980741043,0.2,0.0002875468796148209,7.759802498656404e-05,0.2,1.5519604997312808e-05,0.7666426280956722,0.15,0.11499639421435082,0.1977308313331202,-0.15,-0.029659624699968027
225,640,42140,"Santa Fe, NM",Santa Fe,NM,False,1289.1999999999998,0.002908477147367819,0.08590364611744115,0.08590364611744115,0.0,0.002908477147367819,0.3,0.0008725431442103456,0.0023678036656654537,0.2,0.00047356073313309073,0.0020606586635320895,0.2,0.00041213173270641793,0.9319729018711179,0.15,0.1397959352806677,0.3710034984885092,-0.15,-0.05565052477327638
226,592,44340,"Statesboro, GA",Statesboro,GA,False,1480.5,0.003347895626511291,0.085525425548691,0.085525425548691,0.0,0.003347895626511291,0.3,0.0010043686879533872,0.005076094043432953,0.2,0.0010152188086865906,0.0006868862211773633,0.2,0.00013737724423547266,0.8986709613136453,0.15,0.1348006441970468,0.342881222594875,-0.15,-0.05143218338923125
227,619,36300,"Ogdensburg-Massena, NY",Ogdensburg,NY,False,1383.8,0.0031257745238810045,0.08545893439476615,0.08545893439476615,0.0,0.0031257745238810045,0.3,0.0009377323571643013,0.004743966252249944,0.2,0.0009487932504499887,0.0012846784136664492,0.2,0.00025693568273328984,0.8951812665909664,0.15,0.13427718998864496,0.3397447792281761,-0.15,-0.05096171688422641
228,515,15260,"Brunswick, GA",Brunswick,GA,False,1852.5,0.0042023842529690615,0.08536528767398174,0.08536528767398174,0.0,0.0042023842529690615,0.3,0.0012607152758907184,0.006046286131435673,0.2,0.0012092572262871347,0.0007788542507910687,0.2,0.00015577085015821375,0.9216151753895294,0.15,0.13824227630842942,0.37001821324522494,-0.15,-0.05550273198678374
229,59,31540,"Madison, WI",Madison,WI,False,26686.7,0.06124685050882271,0.08535363037368793,0.08535363037368793,0.0,0.06124685050882271,0.3,0.018374055152646812,0.0706334390272445,0.2,0.014126687805448901,0.0516141826197668,0.2,0.010322836523953362,0.9669114887363902,0.15,0.14503672331045853,0.6833778161254644,-0.15,-0.10250667241881967
230,842,13620,"Berlin, NH-VT",Berlin,NH-VT,False,527.4000000000001,0.0011586130730787618,0.08532672742791671,0.08532672742791671,0.0,0.0011586130730787618,0.3,0.0003475839219236285,0.0019024904011724778,0.2,0.0003804980802344956,0.00020980206755626577,0.2,4.196041351125316e-05,0.789385642167425,0.15,0.11840784632511375,0.2256744087524428,-0.15,-0.03385116131286642
231,46,15380,"Buffalo-Niagara Falls, NY",Buffalo,NY,False,36313.3,0.08335927043209791,0.08525935250407583,0.08525935250407583,0.0,0.08335927043209791,0.3,0.025007781129629373,0.11196774571048042,0.2,0.022393549142096084,0.01941962425311901,0.2,0.003883924850623802,0.9257564271138783,0.15,0.13886346406708175,0.6992624445690344,-0.15,-0.10488936668535516
232,632,36660,"Opelousas-Eunice, LA",Opelousas,LA,False,1327.3,0.002995993321206639,0.08525525098812137,0.08525525098812137,0.0,0.002995993321206639,0.3,0.0008987979963619917,0.004584032231999064,0.2,0.0009168064463998129,0.0004397221415905296,0.2,8.794442831810593e-05,0.8866208716682534,0.15,0.132993130750238,0.33094285755464364,-0.15,-0.049641428633196545
233,575,21420,"Enid, OK",Enid,OK,False,1572.2,0.0035585316669580046,0.08521839109501325,0.08521839109501325,0.0,0.0035585316669580046,0.3,0.0010675595000874014,0.0053324342849500415,0.2,0.0010664868569900084,0.0006581462119230803,0.2,0.00013162924238461606,0.9031865108799776,0.15,0.13547797663199662,0.35016840757630274,-0.15,-0.05252526113644541
234,824,38580,"Point Pleasant, WV-OH",Point Pleasant,WV-OH,False,590.3000000000001,0.0013030951553480998,0.08513233635231235,0.08513233635231235,0.0,0.0013030951553480998,0.3,0.0003909285466044299,0.002071340603736995,0.2,0.00041426812074739903,0.00021555006940712234,0.2,4.311001388142447e-05,0.8046528248837446,0.15,0.12069792373256168,0.2427592937432172,-0.15,-0.03641389406148258
235,445,25220,"Hammond, LA",Hammond,LA,False,2232.3,0.005074789576433205,0.08508241424780127,0.08508241424780127,0.0,0.005074789576433205,0.3,0.0015224368729299614,0.007291765348371961,0.2,0.0014583530696743922,0.0012703084090393078,0.2,0.00025406168180786156,0.9397960928777439,0.15,0.14096941393166157,0.39414567538848355,-0.15,-0.05912185130827253
236,521,20940,"El Centro, CA",El Centro,CA,False,1824.0,0.004136919398522699,0.08498684762575842,0.08498684762575842,0.0,0.004136919398522699,0.3,0.0012410758195568097,0.006111485714604151,0.2,0.0012222971429208303,0.001003026322974476,0.2,0.0002006052645948952,0.9162591159520889,0.15,0.13743886739281333,0.3674399866275163,-0.15,-0.05511599799412745
237,792,37380,"Palm Coast, FL",Palm Coast,FL,False,690.2,0.001532566697775872,0.08480131824963255,0.08480131824963255,0.0,0.001532566697775872,0.3,0.0004597700093327616,0.0012376775574118551,0.2,0.00024753551148237106,0.0005834221878619445,0.2,0.00011668443757238891,0.8537349753741591,0.15,0.12806024630612386,0.2938861200991923,-0.15,-0.04408291801487884
238,355,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",Myrtle Beach,SC,False,3034.4,0.006917223251921853,0.08477137621478219,0.08477137621478219,0.0,0.006917223251921853,0.3,0.002075166975576556,0.007623335878160368,0.2,0.0015246671756320737,0.005486467766642621,0.2,0.0010972935533285243,0.9879252498988403,0.15,0.14818878748482606,0.4540969264972068,-0.15,-0.06811453897458102
239,945,45000,"Susanville, CA",Susanville,CA,False,99.8,0.0001764105551396687,0.08476784713930152,0.08476784713930152,0.0,0.0001764105551396687,0.3,5.2923166541900606e-05,4.458091156818929e-05,0.2,8.916182313637859e-06,0.0001666920536748413,0.2,3.333841073496826e-05,0.669479318760085,0.15,0.10042189781401276,0.10499485622867831,-0.15,-0.015749228434301744
240,55,13820,"Birmingham-Hoover, AL",Birmingham,AL,False,28118.4,0.06453548321446677,0.0847349736829061,0.0847349736829061,0.0,0.06453548321446677,0.3,0.01936064496434003,0.08024731260692453,0.2,0.016049462521384904,0.03577268951880602,0.2,0.007154537903761205,0.9672746061600689,0.15,0.14509119092401032,0.6861390842039359,-0.15,-0.10292086263059037
241,750,26020,"Hobbs, NM",Hobbs,NM,False,874.9999999999999,0.0019570545960806993,0.08471681379018053,0.08471681379018053,0.0,0.0019570545960806993,0.3,0.0005871163788242098,0.002643648055993625,0.2,0.000528729611198725,0.0009484203053913384,0.2,0.00018968406107826768,0.860736036753507,0.15,0.12911040551302605,0.30466081182631144,-0.15,-0.045699121773946715
242,472,41660,"San Angelo, TX",San Angelo,TX,False,2079.3,0.0047233466736158955,0.08461350984484423,0.08461350984484423,0.0,0.0047233466736158955,0.3,0.0014170040020847687,0.0063589097738076,0.2,0.00127178195476152,0.002238846720908644,0.2,0.00044776934418172884,0.9387676600070485,0.15,0.14081514900105727,0.39558796304827376,-0.15,-0.05933819445724106
243,360,10180,"Abilene, TX",Abilene,TX,False,2991.6000000000004,0.006818911119630476,0.08452981760936903,0.08452981760936903,0.0,0.006818911119630476,0.3,0.002045673335889143,0.00920150014767427,0.2,0.0018403000295348542,0.0029171109393097226,0.2,0.0005834221878619445,0.9718060002524772,0.15,0.14577090003787158,0.4380698532119232,-0.15,-0.06571047798178847
244,57,36540,"Omaha-Council Bluffs, NE-IA",Omaha,NE-IA,False,27302.8,0.06266203987108247,0.08446149367981595,0.08446149367981595,0.0,0.06266203987108247,0.3,0.018798611961324742,0.07567386834142291,0.2,0.015134773668284583,0.041503447364110053,0.2,0.00830068947282201,0.969322453932919,0.15,0.14539836808993786,0.6878063300836884,-0.15,-0.10317094951255326
245,38,32820,"Memphis, TN-MS-AR",Memphis,TN-MS-AR,False,44834.5,0.10293257280782896,0.0837103464251453,0.0837103464251453,0.0,0.10293257280782896,0.3,0.030879771842348684,0.15196796861503825,0.2,0.03039359372300765,0.013927408484625533,0.2,0.002785481696925107,0.8434856961711265,0.15,0.12652285442566896,0.7124757017520341,-0.15,-0.10687135526280511
246,288,26980,"Iowa City, IA",Iowa City,IA,False,4049.2,0.009248231472699663,0.08331601995065938,0.08331601995065938,0.0,0.009248231472699663,0.3,0.002774469441809899,0.012924006263618077,0.2,0.0025848012527236158,0.013435954326377293,0.2,0.002687190865275459,0.9856632087327316,0.15,0.14784948130990974,0.48386615279372897,-0.15,-0.07257992291905935
247,668,14140,"Bluefield, WV-VA",Bluefield,WV-VA,False,1183.3000000000002,0.0026652235303197607,0.08329114602749538,0.08329114602749538,0.0,0.0026652235303197607,0.3,0.0007995670590959282,0.0038813256134054793,0.2,0.0007762651226810959,0.0009110582933607704,0.2,0.00018221165867215409,0.8689164732243126,0.15,0.1303374709836469,0.32536245864400465,-0.15,-0.048804368796600696
248,689,32420,"Mayagüez, PR",Mayagüez,PR,False,1087.9,0.0024460885438572035,0.08317233879534554,0.08317233879534554,0.0,0.0024460885438572035,0.3,0.000733826563157161,0.0036339015542020295,0.2,0.0007267803108404059,0.0011783403794256022,0.2,0.00023566807588512045,0.8590863268665208,0.15,0.1288629490299781,0.31591256789676847,-0.15,-0.04738688518451527
249,58,36420,"Oklahoma City, OK",Oklahoma City,OK,False,27131.5,0.06226856164067329,0.0831000779345407,0.0831000779345407,0.0,0.06226856164067329,0.3,0.018680568492201986,0.07274713149697128,0.2,0.014549426299394257,0.02511302008639247,0.2,0.0050226040172784946,0.9776696333288084,0.15,0.14665044499932126,0.678686439157702,-0.15,-0.1018029658736553
250,427,39140,"Prescott, AZ",Prescott,AZ,False,2373.7000000000003,0.005399587134984626,0.08309204760154826,0.08309204760154826,0.0,0.005399587134984626,0.3,0.0016198761404953878,0.007173625932716259,0.2,0.0014347251865432517,0.0016812905413755544,0.2,0.0003362581082751109,0.9339598285865383,0.15,0.14009397428798073,0.4026185741449749,-0.15,-0.06039278612174623
251,381,12100,"Atlantic City-Hammonton, NJ",Atlantic City,NJ,False,2839.5000000000005,0.006469535528006211,0.08306764584585379,0.08306764584585379,0.0,0.006469535528006211,0.3,0.0019408606584018632,0.007333559952967138,0.2,0.0014667119905934277,0.002121012682966084,0.2,0.00042420253659321684,0.9626725843907765,0.15,0.14440088765861647,0.4344334466556746,-0.15,-0.06516501699835119
252,503,27060,"Ithaca, NY",Ithaca,NY,False,1918.4,0.004353757372548543,0.08265184723733451,0.08265184723733451,0.0,0.004353757372548543,0.3,0.001306127211764563,0.005097269976427843,0.2,0.0010194539952855686,0.0035235251345750933,0.2,0.0007047050269150187,0.9262959884645363,0.15,0.13894439826968044,0.39548558177540716,-0.15,-0.059322837266311074
253,421,28740,"Kingston, NY",Kingston,NY,False,2422.2000000000003,0.005510992238165276,0.082643067474149,0.082643067474149,0.0,0.005510992238165276,0.3,0.0016532976714495828,0.007678504756226004,0.2,0.0015357009512452008,0.0018278645885723974,0.2,0.0003655729177144795,0.9327247156055973,0.15,0.1399087073408396,0.40546807604733237,-0.15,-0.06082021140709985
254,497,42680,"Sebastian-Vero Beach, FL",Sebastian,FL,False,1954.3,0.004436220119026591,0.08261221151286828,0.08261221151286828,0.0,0.004436220119026591,0.3,0.0013308660357079772,0.004774615628953073,0.2,0.0009549231257906147,0.001399638450683581,0.2,0.00027992769013671624,0.9286798114302034,0.15,0.13930197171453051,0.39503651368865034,-0.15,-0.05925547705329755
255,388,37140,"Paducah, KY-IL",Paducah,KY-IL,False,2745.6,0.006253846060198724,0.08260605088362417,0.08260605088362417,0.0,0.006253846060198724,0.3,0.0018761538180596172,0.00918032421467938,0.2,0.0018360648429358761,0.002980338959669145,0.2,0.000596067791933829,0.9422445150966579,0.15,0.14133667726449867,0.4202594188920255,-0.15,-0.06303891283380382
256,777,18940,"Crowley, LA",Crowley,LA,False,748.0,0.0016653340166179662,0.08245916646622524,0.08245916646622524,0.0,0.0016653340166179662,0.3,0.0004996002049853899,0.002609097849528278,0.2,0.0005218195699056556,0.00020980206755626577,0.2,4.196041351125316e-05,0.808448860422747,0.15,0.12126732906341205,0.2658102852372607,-0.15,-0.039871542785589104
257,855,28860,"Kirksville, MO",Kirksville,MO,False,473.2000000000001,0.0010341149990088395,0.0824355899439291,0.0824355899439291,0.0,0.0010341149990088395,0.3,0.0003102344997026518,0.0016996472535372167,0.2,0.00033992945070744336,0.00030177009716997127,0.2,6.0354019433994255e-05,0.7609622327844311,0.15,0.11414433491766465,0.21612841962386423,-0.15,-0.032419262943579635
258,325,36500,"Olympia, WA",Olympia,WA,False,3498.2000000000003,0.007982577620070009,0.08242335945799727,0.08242335945799727,0.0,0.007982577620070009,0.3,0.0023947732860210027,0.009111223801748686,0.2,0.0018222447603497374,0.003615493164188799,0.2,0.0007230986328377598,0.9761852211611762,0.15,0.14642778317417643,0.4596302693025843,-0.15,-0.06894454039538765
259,753,33620,"Moberly, MO",Moberly,MO,False,846.6,0.0018918194428780098,0.0823779298416808,0.0823779298416808,0.0,0.0018918194428780098,0.3,0.000567545832863403,0.0031011596609621674,0.2,0.0006202319321924335,0.0002902740934682581,0.2,5.8054818693651626e-05,0.8202566743353162,0.15,0.12303850115029744,0.2793760259491075,-0.15,-0.04190640389236612
260,662,16660,"Charleston-Mattoon, IL",Charleston,IL,False,1199.4,0.002702205430550863,0.08232939425658331,0.08232939425658331,0.0,0.002702205430550863,0.3,0.0008106616291652588,0.004224598632480538,0.2,0.0008449197264961076,0.0013594024377275849,0.2,0.000271880487545517,0.8619392627643635,0.15,0.12929088941465453,0.32592638000852064,-0.15,-0.04888895700127809
261,551,32940,"Meridian, MS",Meridian,MS,False,1654.8,0.003748264894230617,0.08231032998676852,0.08231032998676852,0.0,0.003748264894230617,0.3,0.001124479468269185,0.005652859586846402,0.2,0.0011305719173692805,0.000684012220251935,0.2,0.000136802444050387,0.8882329435625351,0.15,0.13323494153438026,0.3554431025153373,-0.15,-0.053316465377300594
262,330,25060,"Gulfport-Biloxi, MS",Gulfport,MS,False,3357.2,0.007658698866493273,0.08228430317954391,0.08228430317954391,0.0,0.007658698866493273,0.3,0.002297609659947982,0.009586567771344506,0.2,0.0019173135542689013,0.0025578608236311853,0.2,0.0005115721647262371,0.9678324324605477,0.15,0.14517486486908215,0.45078038045654245,-0.15,-0.06761705706848137
263,389,33540,"Missoula, MT",Missoula,MT,False,2743.1000000000004,0.0062481035291069385,0.08227016593047218,0.08227016593047218,0.0,0.0062481035291069385,0.3,0.0018744310587320815,0.006341634670574927,0.2,0.0012683269341149854,0.0044317094270104355,0.2,0.0008863418854020872,0.9634775093581641,0.15,0.14452162640372462,0.44187040234334396,-0.15,-0.0662805603515016
264,297,13740,"Billings, MT",Billings,MT,False,3891.000000000001,0.008884844105211441,0.08223434811733299,0.08223434811733299,0.0,0.008884844105211441,0.3,0.0026654532315634324,0.010641463591326785,0.2,0.002128292718265357,0.0035062811290225235,0.2,0.0007012562258045048,0.9815627567612478,0.15,0.14723441351418717,0.4699671171499165,-0.15,-0.07049506757248747
265,460,29420,"Lake Havasu City-Kingman, AZ",Lake Havasu City,AZ,False,2139.3,0.004861167419818762,0.08216834019318874,0.08216834019318874,0.0,0.004861167419818762,0.3,0.0014583502259456285,0.007100067428628746,0.2,0.0014200134857257493,0.001399638450683581,0.2,0.00027992769013671624,0.9131816254281439,0.15,0.13697724381422158,0.3864479668189396,-0.15,-0.05796719502284094
266,396,29740,"Las Cruces, NM",Las Cruces,NM,False,2701.3,0.006152088409252275,0.08211448868508171,0.08211448868508171,0.0,0.006152088409252275,0.3,0.0018456265227756825,0.007655099777652704,0.2,0.0015310199555305408,0.0011840883812764588,0.2,0.00023681767625529176,0.9429672857231143,0.15,0.14144509285846713,0.4196271221863129,-0.15,-0.06294406832794693
267,269,15180,"Brownsville-Harlingen, TX",Brownsville,TX,True,4406.3,0.010068494613850388,0.08204562111459181,0.08204562111459181,0.0,0.010068494613850388,0.3,0.003020548384155116,0.01367129379377985,0.2,0.00273425875875597,0.005038123622275807,0.2,0.0010076247244551614,0.9800277724610543,0.15,0.14700416586915815,0.47813984414621735,-0.15,-0.0717209766219326
268,906,17620,"Coamo, PR",Coamo,PR,False,291.3,0.0006162884367704833,0.08204025934870517,0.08204025934870517,0.0,0.0006162884367704833,0.3,0.00018488653103114497,0.0009596041215052746,0.2,0.00019192082430105492,4.598401480685277e-05,0.2,9.196802961370556e-06,0.7088313307244567,0.15,0.1063246996086685,0.16446962945504603,-0.15,-0.024670444418256905
269,448,28060,"Kalispell, MT",Kalispell,MT,False,2218.1000000000004,0.0050421719998318595,0.08200392450558291,0.08200392450558291,0.0,0.0050421719998318595,0.3,0.0015126515999495578,0.006394574503062151,0.2,0.0012789149006124303,0.001224324394232455,0.2,0.000244864878846491,0.9269510016443514,0.15,0.13904265024665272,0.4005010474698552,-0.15,-0.06007515712047828
270,52,46140,"Tulsa, OK",Tulsa,OK,False,30198.8,0.06931418788780748,0.081762765724639,0.081762765724639,0.0,0.06931418788780748,0.3,0.020794256366342242,0.09616214077537351,0.2,0.019232428155074702,0.024190465789329985,0.2,0.004838093157865997,0.9207707065241025,0.15,0.13811560597861539,0.6747841195550621,-0.15,-0.10121761793325931
271,235,31180,"Lubbock, TX",Lubbock,TX,False,5165.500000000001,0.011812386455803991,0.08161500714217577,0.08161500714217577,0.0,0.011812386455803991,0.3,0.003543715936741197,0.014460933189931401,0.2,0.0028921866379862803,0.007527008423696712,0.2,0.0015054016847393424,0.9960038613279122,0.15,0.1494005791991868,0.5048458421098524,-0.15,-0.07572687631647786
272,84,14260,"Boise City-Nampa, ID",Boise City,ID,False,19056.6,0.04372041591544789,0.08160113768032207,0.08160113768032207,0.0,0.04372041591544789,0.3,0.013116124774634367,0.05724857759029027,0.2,0.011449715518058054,0.03465182915788899,0.2,0.006930365831577798,0.9732166484227736,0.15,0.14598249726341603,0.6391837713824278,-0.15,-0.09587756570736417
273,704,39020,"Portsmouth, OH",Portsmouth,OH,False,1048.3000000000002,0.002355126851363312,0.0815288352511335,0.0815288352511335,0.0,0.002355126851363312,0.3,0.0007065380554089935,0.0036216418035207774,0.2,0.0007243283607041556,0.00040810813141081833,0.2,8.162162628216367e-05,0.8345583391593557,0.15,0.12518375087390335,0.30111602443443447,-0.15,-0.04516740366516517
274,665,31580,"Madisonville, KY",Madisonville,KY,False,1184.4,0.0026677502440001465,0.08142393417149354,0.08142393417149354,0.0,0.0026677502440001465,0.3,0.000800325073200044,0.004248560872448439,0.2,0.0008497121744896879,0.0004282261378888164,0.2,8.564522757776329e-05,0.8451900700038802,0.15,0.12677851050058203,0.3139350586957067,-0.15,-0.047090258804356
275,71,16700,"Charleston-North Charleston-Summerville, SC",Charleston,SC,False,22587.3,0.05183047772575555,0.08131596494169183,0.08131596494169183,0.0,0.05183047772575555,0.3,0.015549143317726666,0.06847405112316034,0.2,0.013694810224632068,0.028602057209862423,0.2,0.0057204114419724846,0.9586077242199906,0.15,0.1437911586329986,0.6495970578375867,-0.15,-0.097439558675638
276,566,29580,"Lancaster, SC",Lancaster,SC,False,1586.3000000000002,0.0035909195423156786,0.08120378513233056,0.08120378513233056,0.0,0.0035909195423156786,0.3,0.0010772758626947036,0.005103957113163071,0.2,0.0010207914226326143,0.0027159308745297417,0.2,0.0005431861749059483,0.8966502141004766,0.15,0.13449753211507148,0.3729000029531614,-0.15,-0.055935000442974205
277,315,41100,"St. George, UT",St. George,UT,False,3631.5,0.008288769377884043,0.0811675003489261,0.0811675003489261,0.0,0.008288769377884043,0.3,0.002486630813365213,0.010986408394585648,0.2,0.0021972816789171297,0.0029458509485640054,0.2,0.0005891701897128011,0.957460345055167,0.15,0.14361905175827505,0.4514975606089606,-0.15,-0.06772463409134409
278,50,39580,"Raleigh-Cary, NC",Raleigh,NC,False,32195.2,0.07389994351646419,0.08103666602556515,0.08103666602556515,0.0,0.07389994351646419,0.3,0.022169983054939255,0.06032020239733852,0.2,0.012064040479467705,0.08302126473284724,0.2,0.016604252946569448,0.9207741153066625,0.15,0.13811611729599937,0.7194515183427376,-0.15,-0.10791772775141063
279,338,33740,"Monroe, LA",Monroe,LA,False,3243.3,0.007397069149951499,0.08099658144584888,0.08099658144584888,0.0,0.007397069149951499,0.3,0.00221912074498545,0.009960490167122693,0.2,0.0019920980334245386,0.0046817475075226975,0.2,0.0009363495015045396,0.9525431252754821,0.15,0.14288146879132232,0.44688303750258646,-0.15,-0.06703245562538797
280,461,10780,"Alexandria, LA",Alexandria,LA,False,2138.7000000000003,0.0048597892123567335,0.08098674403947138,0.08098674403947138,0.0,0.0048597892123567335,0.3,0.00145793676370702,0.006582928854437751,0.2,0.0013165857708875503,0.001138104366469606,0.2,0.00022762087329392122,0.9097178177148288,0.15,0.13645767265722433,0.3898204801709429,-0.15,-0.058473072025641434
281,92,30780,"Little Rock-North Little Rock-Conway, AR",Little Rock,AR,False,17793.2,0.04081837040290288,0.0809608718317452,0.0809608718317452,0.0,0.04081837040290288,0.3,0.012245511120870863,0.052953764022089844,0.2,0.01059075280441797,0.024920462024388773,0.2,0.004984092404877755,0.9897142853732116,0.15,0.14845714280598174,0.6354441820293542,-0.15,-0.09531662730440311
282,368,14580,"Bozeman, MT",Bozeman,MT,False,2938.2,0.006696250655509924,0.08085663101246361,0.08085663101246361,0.0,0.006696250655509924,0.3,0.002008875196652977,0.007862958277839387,0.2,0.0015725916555678775,0.004641511494566701,0.2,0.0009283022989133403,0.9484697375644731,0.15,0.14227046063467094,0.4394906584889434,-0.15,-0.06592359877334152
283,804,17380,"Cleveland, MS",Cleveland,MS,False,666.0,0.0014769789968073824,0.08074199316167999,0.08074199316167999,0.0,0.0014769789968073824,0.3,0.0004430936990422147,0.0024575227501964342,0.2,0.0004915045500392868,0.00022992007403426385,0.2,4.598401480685277e-05,0.7789667153850299,0.15,0.11684500730775449,0.24722397606641908,-0.15,-0.03708359640996286
