rank_flo,rank_baseline,cbsa_code,cbsa_name,primary_city,state,is_candidate,demand_index,score_baseline,score_flo,score_flo_recalc,score_flo_error,demand_norm,w_demand,contrib_demand,enterprise_fit_norm,w_enterprise_fit,contrib_enterprise_fit,cloud_adjacency_norm,w_cloud_adjacency,contrib_cloud_adjacency,resilience_norm,w_resilience,contrib_resilience,capex_friction_norm,w_capex_friction,contrib_capex_friction
11,10,19820,"Detroit-Warren-Livonia, MI",Detroit,MI,False,166614.30000000002,0.3826622879484257,0.23516890698688148,0.23516890698688148,0.0,0.3826622879484257,0.3,0.11479868638452771,0.4692636905193119,0.2,0.09385273810386238,0.09639686503979054,0.2,0.01927937300795811,0.9108737792944152,0.15,0.13663106689416227,0.8626197160241934,-0.15,-0.129392957403629
12,12,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,MN-WI,False,136601.4,0.31372228338655894,0.21620413481920275,0.21620413481920275,0.0,0.31372228338655894,0.3,0.09411668501596768,0.40504823097370274,0.2,0.08100964619474055,0.12877248546474032,0.2,0.025754497092948067,0.9488049578317326,0.15,0.1423207436747599,0.8466495810614227,-0.15,-0.1269974371592134
13,13,38060,"Phoenix-Mesa-Glendale, AZ",Phoenix,AZ,True,130437.0,0.2995625799216765,0.20047809313360807,0.20047809313360807,0.0,0.2995625799216765,0.3,0.08986877397650295,0.3407124029668597,0.2,0.06814248059337194,0.1191215903571521,0.2,0.02382431807143042,0.9756054281482179,0.15,0.1463408142222327,0.8513219581995329,-0.15,-0.12769829372992994
14,15,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,FL,False,120524.1,0.27679252533777,0.19013830925169412,0.19013830925169412,0.0,0.27679252533777,0.3,0.08303775760133099,0.275886742194161,0.2,0.0551773484388322,0.17301485571078354,0.2,0.034602971142156706,0.9651982224983545,0.15,0.14477973337475317,0.8497300087025261,-0.15,-0.12745950130537892
15,19,41940,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,CA,False,81894.29999999999,0.1880593943099786,0.18753514549657282,0.18753514549657282,0.0,0.1880593943099786,0.3,0.056417818292993575,0.18184386650246032,0.2,0.03636877330049206,0.43301422343057994,0.2,0.086602844686116,0.8819192193427569,0.15,0.13228788290141352,0.8276144912296156,-0.15,-0.12414217368444233
16,6,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,DC-VA-MD-WV,False,178267.00000000003,0.40942868476972805,0.18061085499569643,0.18061085499569643,0.0,0.40942868476972805,0.3,0.1228286054309184,0.16012961900038453,0.2,0.032025923800076905,0.3135333829577493,0.2,0.06270667659154987,0.6599086909056419,0.15,0.09898630363584628,0.9062443630846335,-0.15,-0.135936654462695
17,16,40140,"Riverside-San Bernardino-Ontario, CA",Riverside,CA,True,100165.7,0.23002902734616276,0.15565974830356927,0.15565974830356927,0.0,0.23002902734616276,0.3,0.06900870820384883,0.35042379729059514,0.2,0.07008475945811903,0.04559602468191995,0.2,0.00911920493638399,0.845211667184673,0.15,0.12678175007770096,0.7955644958165569,-0.15,-0.11933467437248352
18,21,19740,"Denver-Aurora-Broomfield, CO",Denver,CO,False,81617.90000000001,0.18742450007247077,0.15165452269818316,0.15165452269818316,0.0,0.18742450007247077,0.3,0.05622735002174123,0.17897898567280957,0.2,0.035795797134561914,0.17806447533676106,0.2,0.03561289506735221,0.9754359662243327,0.15,0.1463153949336499,0.8153127630608139,-0.15,-0.12229691445912208
19,18,41180,"St. Louis, MO-IL",St. Louis,MO-IL,False,86991.79999999999,0.19976841520613042,0.15064342492714705,0.15064342492714705,0.0,0.19976841520613042,0.3,0.05993052456183912,0.25198245741129793,0.2,0.05039649148225959,0.0770864528218378,0.2,0.015417290564367562,0.9647828442395996,0.15,0.14471742663593992,0.7987887221150611,-0.15,-0.11981830831725916
20,948,24380,"Grants, NM",Grants,NM,False,42.2,4.410263878491718e-05,0.1460747810170044,0.1460747810170044,0.0,4.410263878491718e-05,0.3,1.3230791635475153e-05,7.578754966592179e-05,0.2,1.5157509933184358e-05,6.610202128485086e-05,0.2,1.3220404256970173e-05,0.9735544820745253,0.15,0.1460331723111788,0.0,-0.15,-0.0
21,20,38900,"Portland-Vancouver-Hillsboro, OR-WA",Portland,OR-WA,False,81627.40000000001,0.18744632169061956,0.1457807041989877,0.1457807041989877,0.0,0.18744632169061956,0.3,0.05623389650718587,0.24332874521451778,0.2,0.04866574904290356,0.08433468315576798,0.2,0.016866936631153597,0.9479544974646618,0.15,0.14219317461969927,0.7878603506796974,-0.15,-0.1181790526019546
22,22,17140,"Cincinnati-Middletown, OH-KY-IN",Cincinnati,OH-KY-IN,False,80527.8,0.18492052681520835,0.14007262312615312,0.14007262312615312,0.0,0.18492052681520835,0.3,0.055476158044562504,0.2545480888720472,0.2,0.050909617774409444,0.05001049010337781,0.2,0.010002098020675563,0.9398003898197136,0.15,0.14097005847295704,0.7819020612430096,-0.15,-0.11728530918645144
23,946,29500,"Lamesa, TX",Lamesa,TX,False,82.0,0.00013552373376615173,0.14003951451389968,0.14003951451389968,0.0,0.00013552373376615173,0.3,4.065712012984552e-05,0.00021510289831651333,0.2,4.302057966330267e-05,0.0001523220490476998,0.2,3.0464409809539963e-05,0.9947193381894979,0.15,0.14920790072842469,0.0618835221608513,-0.15,-0.009282528324127695
24,17,41740,"San Diego-Carlsbad-San Marcos, CA",San Diego,CA,True,92770.6,0.21304239067541586,0.13743356816304703,0.13743356816304703,0.0,0.21304239067541586,0.3,0.06391271720262476,0.2070950520760773,0.2,0.041419010415215465,0.10369682739037842,0.2,0.020739365478075686,0.8895211116427386,0.15,0.13342816674641078,0.8137712778618645,-0.15,-0.12206569167927968
25,23,28140,"Kansas City, MO-KS",Kansas City,MO-KS,False,78883.0,0.18114240075930044,0.13661020429386922,0.13661020429386922,0.0,0.18114240075930044,0.3,0.05434272022779013,0.21242804362242196,0.2,0.0424856087244844,0.06553871710346691,0.2,0.013107743420693383,0.9689950030447956,0.15,0.14534925045671934,0.7911674569054536,-0.15,-0.11867511853581804
26,938,40760,"Ruidoso, NM",Ruidoso,NM,False,129.2,0.0002439427207790731,0.13251468513704664,0.13251468513704664,0.0,0.0002439427207790731,0.3,7.318281623372192e-05,0.00032209708608016765,0.2,6.441941721603354e-05,0.00018106205830198277,0.2,3.621241166039656e-05,0.9919379273164313,0.15,0.14879068909746468,0.10966545737018786,-0.15,-0.016449818605528178
27,24,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",Charlotte,NC-SC,False,74465.3,0.17099488891762707,0.13132118089472566,0.13132118089472566,0.0,0.17099488891762707,0.3,0.05129846667528812,0.19621508060786072,0.2,0.03924301612157215,0.07228974527729798,0.2,0.014457949055459596,0.9704339459683868,0.15,0.14556509189525801,0.7949556190190148,-0.15,-0.11924334285285221
28,940,13300,"Beeville, TX",Beeville,TX,False,120.6,0.00022418841382332896,0.12984322512700786,0.12984322512700786,0.0,0.00022418841382332896,0.3,6.725652414699868e-05,0.0002981348461122659,0.2,5.962696922245318e-05,0.00022129807125797894,0.2,4.425961425159579e-05,0.9694754030245905,0.15,0.14542131045368856,0.10499485622867831,-0.15,-0.015749228434301744
29,26,17460,"Cleveland-Elyria-Mentor, OH",Cleveland,OH,False,71124.59999999999,0.16332125947029513,0.1296694184379576,0.1296694184379576,0.0,0.16332125947029513,0.3,0.04899637784108854,0.22351420180664144,0.2,0.044702840361328294,0.07360891170206957,0.2,0.014721782340413915,0.913282859050996,0.15,0.1369924288576494,0.7716267397501503,-0.15,-0.11574401096252254
30,933,18860,"Crescent City, CA",Crescent City,CA,False,151.0,0.00029401759189944784,0.12913866611566235,0.12913866611566235,0.0,0.00029401759189944784,0.3,8.820527756983435e-05,0.0004614124347307592,0.2,9.228248694615185e-05,0.0002816520906919732,0.2,5.633041813839465e-05,0.9743604888754127,0.15,0.1461540733313119,0.11501483598869279,-0.15,-0.017252225398303917
31,939,43500,"Silver City, NM",Silver City,NM,False,120.9,0.00022487751755434333,0.12844708897492707,0.12844708897492707,0.0,0.00022487751755434333,0.3,6.7463255266303e-05,0.0002407369224682222,0.2,4.814738449364444e-05,0.00021842407033255065,0.2,4.3684814066510135e-05,0.9713054513918632,0.15,0.14569581770877948,0.11605349458452581,-0.15,-0.01740802418767887
32,27,26900,"Indianapolis-Carmel, IN",Indianapolis,IN,False,70903.9,0.16281430882551226,0.1279574967691884,0.1279574967691884,0.0,0.16281430882551226,0.3,0.04884429264765368,0.2005126804830342,0.2,0.04010253609660684,0.049335099885902164,0.2,0.009867019977180433,0.9706333014952309,0.15,0.14559499522428462,0.7763423145102479,-0.15,-0.11645134717653718
33,942,21580,"Espanola, NM",Espanola,NM,False,111.5,0.0002032856006492276,0.12741597626815218,0.12741597626815218,0.0,0.0002032856006492276,0.3,6.098568019476828e-05,0.0002184464666841275,0.2,4.36892933368255e-05,0.00039661212770910514,0.2,7.932242554182103e-05,0.9628795667879134,0.15,0.14443193501818702,0.11466637432738824,-0.15,-0.017199956149108235
34,29,18140,"Columbus, OH",Columbus,OH,False,69324.1,0.15918548857799084,0.1261478989785376,0.1261478989785376,0.0,0.15918548857799084,0.3,0.04775564657339725,0.19584338725766096,0.2,0.03916867745153219,0.048593607647141664,0.2,0.009718721529428334,0.9745834162534621,0.15,0.1461875124380193,0.7778843934255966,-0.15,-0.11668265901383948
35,33,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,TN,False,61290.0,0.14073106096018337,0.1260238395561718,0.1260238395561718,0.0,0.14073106096018337,0.3,0.04221931828805501,0.18349670379885094,0.2,0.03669934075977019,0.06885244017048574,0.2,0.013770488034097148,0.9843424742443676,0.15,0.14765137113665514,0.7621111910827046,-0.15,-0.11431667866240569
36,943,25660,"Havre, MT",Havre,MT,False,110.5,0.00020098858821251318,0.12572689401057285,0.12572689401057285,0.0,0.00020098858821251318,0.3,6.029657646375395e-05,0.00022234729644634408,0.2,4.446945928926882e-05,0.0005460601758313766,0.2,0.00010921203516627533,0.9687852264087002,0.15,0.14531778396130504,0.13203245347767667,-0.15,-0.0198048680216515
37,947,46580,"Utuado, PR",Utuado,PR,False,79.10000000000001,0.0001288623976996799,0.12461325869296055,0.12461325869296055,0.0,0.0001288623976996799,0.3,3.8658719309903966e-05,0.00021900372807872988,0.2,4.380074561574598e-05,2.874000925428298e-05,0.2,5.748001850856596e-06,0.8645851225291946,0.15,0.12968776837937918,0.03441811435463419,-0.15,-0.005162717153195128
