cbsa_code,cbsa_name,state,primary_city,manufacturing,logistics,information,finance,professional_services,demand_index,demand_norm,enterprise_fit,cloud_adjacency,resilience,capex_friction,score_baseline,rank_baseline,score_flo,rank_flo,is_candidate
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NY-NJ-PA,New York,295829,358394,347947,548831,773191,435371.1,1.0,320855.0,347947,0.771177700620856,14.658883439977373,1.0,1,0.6743764483643216,1,False
31100,"Los Angeles-Long Beach-Santa Ana, CA",CA,Los Angeles,442058,234186,258653,258711,457711,364492.3,0.8371905149006048,358909.2,258653,0.7823167732183658,14.317085526047327,0.8371905149006048,2,0.6031959947638109,2,True
16980,"Chicago-Joliet-Naperville, IL-IN-WI",IL-IN-WI,Chicago,376158,267322,98209,274845,396282,337400.7,0.7749607727701121,332623.6,98209,0.7719594626640874,14.161096141602021,0.7749607727701121,3,0.478059642812259,3,False
19100,"Dallas-Fort Worth-Arlington, TX",TX,Dallas,277698,239546,101692,253949,290653,266468.5,0.6120286272065963,262437.2,101692,0.7829779127404758,13.966976780715788,0.6120286272065963,4,0.3974464045317849,4,True
41860,"San Francisco-Oakland-Fremont, CA",CA,San Francisco,140542,92132,256276,144823,324769,163292.5,0.37503207203614763,121178.0,256276,0.7601592417162985,13.773169702224749,0.37503207203614763,11,0.33495709133390095,5,False
12060,"Atlanta-Sandy Springs-Marietta, GA",GA,Atlanta,162084,178898,105783,129779,257635,183007.9,0.42031859103094743,168809.59999999998,105783,0.7805803946279505,13.634204485391644,0.42031859103094743,5,0.294987035000031,6,False
42660,"Seattle-Tacoma-Bellevue, WA",WA,Seattle,153703,79366,164888,68442,168775,125890.2,0.28911852377442326,123968.20000000001,164888,0.7762254864381031,13.36165583045791,0.28911852377442326,14,0.26811921144068296,7,False
14460,"Boston-Cambridge-Quincy, MA-NH",MA-NH,Boston,167982,75791,121099,154149,318079,168960.80000000002,0.38805222763117614,131105.6,121099,0.7523129128569186,13.63770001124784,0.38805222763117614,9,0.267280443332485,8,False
26420,"Houston-Sugar Land-Baytown, TX",TX,Houston,199467,140676,42633,97303,223889,176497.7,0.40536458066544917,175950.6,42633,0.7558602797463425,13.464489600079741,0.40536458066544917,7,0.25587850350390906,9,True
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA-NJ-DE-MD,Philadelphia,171911,121225,70269,184391,229428,169456.6,0.3891910863972991,151636.59999999998,70269,0.7751547565872865,13.563485162720529,0.3891910863972991,8,0.2556996919744454,10,False
19820,"Detroit-Warren-Livonia, MI",MI,Detroit,232525,72285,33541,99182,210003,166614.30000000002,0.3826622879484257,168429.0,33541,0.7272703515944396,13.380931213780382,0.3826622879484257,10,0.23516890698688148,11,False
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MN-WI,Minneapolis,196941,68044,44806,122586,125766,136601.4,0.31372228338655894,145382.19999999998,44806,0.75517831350016,13.232372272586657,0.31372228338655894,12,0.21620413481920275,12,False
38060,"Phoenix-Mesa-Glendale, AZ",AZ,Phoenix,134187,104450,41448,151432,151420,130437.0,0.2995625799216765,122292.2,41448,0.774896828281134,13.275836113193737,0.2995625799216765,13,0.20047809313360807,13,True
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",FL,Miami,81386,125487,60200,111354,195941,120524.1,0.27679252533777,99026.4,60200,0.7672397000288272,13.261027325900422,0.27679252533777,15,0.19013830925169412,14,False
41940,"San Jose-Sunnyvale-Santa Clara, CA",CA,San Jose,98703,15132,150666,27399,175668,81894.29999999999,0.1880593943099786,65274.6,150666,0.7059669598389532,13.055302210402905,0.1880593943099786,19,0.18753514549657282,15,False
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC-VA-MD-WV,Washington,50213,68384,109093,111232,632717,178267.00000000003,0.40942868476972805,57481.4,109093,0.5426221440643465,13.78674064446816,0.40942868476972805,6,0.18061085499569643,16,False
40140,"Riverside-San Bernardino-Ontario, CA",CA,Riverside,103900,158594,15865,27063,41606,100165.7,0.23002902734616276,125777.6,15865,0.6789592841804659,12.757163628923958,0.23002902734616276,16,0.15565974830356927,17,True
19740,"Denver-Aurora-Broomfield, CO",CO,Denver,58256,73232,61957,83671,139894,81617.90000000001,0.18742450007247077,64246.4,61957,0.7747721462359504,12.940867879329904,0.18742450007247077,21,0.15165452269818316,18,False
41180,"St. Louis, MO-IL",MO-IL,St. Louis,113330,56123,26822,74409,86910,86991.79999999999,0.19976841520613042,90447.2,26822,0.7669340844094656,12.787156340080838,0.19976841520613042,18,0.15064342492714705,19,False
24380,"Grants, NM",NM,Grants,40,36,23,70,42,42.2,4.410263878491718e-05,38.4,23,0.7733878394465533,5.356586274672012,4.410263878491718e-05,948,0.1460747810170044,20,False
38900,"Portland-Vancouver-Hillsboro, OR-WA",OR-WA,Portland,113841,47592,29344,46368,85883,81627.40000000001,0.18744632169061956,87341.4,29344,0.7545525851035801,12.68549738145625,0.18744632169061956,20,0.1457807041989877,21,False
17140,"Cincinnati-Middletown, OH-KY-IN",OH-KY-IN,Cincinnati,114544,56604,17401,56834,60228,80527.8,0.18492052681520835,91368.0,17401,0.7485531794877891,12.63007160251928,0.18492052681520835,22,0.14007262312615312,22,False
29500,"Lamesa, TX",TX,Lamesa,92,83,53,93,55,82.0,0.00013552373376615173,88.4,53,0.7889599366229063,5.932245187448011,0.00013552373376615173,946,0.14003951451389968,23,False
41740,"San Diego-Carlsbad-San Marcos, CA",CA,San Diego,100034,35792,36081,58138,181028,92770.6,0.21304239067541586,74337.2,36081,0.7115600715982031,12.926528525933357,0.21304239067541586,17,0.13743356816304703,24,True
28140,"Kansas City, MO-KS",MO-KS,Kansas City,87148,59906,22804,66004,97258,78883.0,0.18114240075930044,76251.2,22804,0.7700331910549553,12.716261066325465,0.18114240075930044,23,0.13661020429386922,25,False
40760,"Ruidoso, NM",NM,Ruidoso,140,107,63,143,134,129.2,0.0002439427207790731,126.80000000000001,63,0.7869135064384782,6.376726947898627,0.0002439427207790731,938,0.13251468513704664,26,False
16740,"Charlotte-Gastonia-Rock Hill, NC-SC",NC-SC,Charlotte,72674,67070,25153,107595,72576,74465.3,0.17099488891762707,70432.4,25153,0.7710918970020058,12.751499676016163,0.17099488891762707,24,0.13132118089472566,27,False
13300,"Beeville, TX",TX,Beeville,165,48,77,142,130,120.6,0.00022418841382332896,118.2,77,0.7703866465723586,6.333279628139691,0.00022418841382332896,940,0.12984322512700786,28,False
17460,"Cleveland-Elyria-Mentor, OH",OH,Cleveland,116306,26116,25612,51762,57956,71124.59999999999,0.16332125947029513,80230.0,25612,0.7290428382048506,12.534487508523654,0.16332125947029513,26,0.1296694184379576,29,False
18860,"Crescent City, CA",CA,Crescent City,198,145,98,69,107,151.0,0.00029401759189944784,176.8,98,0.7739808610177862,6.42648845745769,0.00029401759189944784,933,0.12913866611566235,30,False
43500,"Silver City, NM",NM,Silver City,112,76,76,185,174,120.9,0.00022487751755434333,97.60000000000001,76,0.7717331093528184,6.436150368369428,0.00022487751755434333,939,0.12844708897492707,31,False
26900,"Indianapolis-Carmel, IN",IN,Indianapolis,71470,72732,17166,52715,76124,70903.9,0.16281430882551226,71974.8,17166,0.7712385733422461,12.578353186247295,0.16281430882551226,27,0.1279574967691884,32,False
21580,"Espanola, NM",NM,Espanola,128,32,138,127,190,111.5,0.0002032856006492276,89.6,138,0.7655337431423095,6.423246963533519,0.0002032856006492276,942,0.12741597626815218,33,False
18140,"Columbus, OH",OH,Columbus,70391,70161,16908,72686,64254,69324.1,0.15918548857799084,70299.0,16908,0.7741448804080149,12.59269806257022,0.15918548857799084,29,0.1261478989785376,34,False
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,Nashville,71517,57394,23957,48060,53295,61290.0,0.14073106096018337,65867.8,23957,0.7813251323576862,12.445971047128149,0.14073106096018337,33,0.1260238395561718,35,False
25660,"Havre, MT",MT,Havre,57,142,190,217,117,110.5,0.00020098858821251318,91.0,190,0.7698788473568522,6.584791392385716,0.00020098858821251318,943,0.12572689401057285,36,False
